"","k","seed","ncpts","nit","aicc"
"835",10,120,0,100,134.257073854902
"836",11,120,0,100,145.579261537687
"837",12,120,0,100,155.773228536518
"838",13,120,0,100,168.536472621459
"839",14,120,0,100,184.748063179432
"840",15,120,0,100,201.519785933899
"841",2,122,0,100,34.039960401589
"842",3,122,0,100,54.9856540476318
"843",4,122,0,100,70.7139167376595
"844",5,122,0,100,80.9498540589459
"845",6,122,0,100,91.6262006330693
"846",7,122,0,100,106.29199274245
"847",8,122,0,100,114.907947300444
"848",9,122,0,100,124.63624828852
"849",10,122,0,100,134.427451627755
"850",11,122,0,100,144.375373707093
"851",12,122,0,100,157.052424141033
"852",13,122,0,100,169.617511369449
"853",14,122,0,100,184.350687301644
"854",15,122,0,100,202.133208242073
"855",2,124,0,100,34.0729401003024
"856",3,124,0,100,55.1197214283642
"857",4,124,0,100,67.1968507125004
"858",5,124,0,100,82.2873379867985
"859",6,124,0,100,92.5836609567812
"860",7,124,0,100,103.092251543375
"861",8,124,0,100,115.136774882542
"862",9,124,0,100,124.494452750736
"863",10,124,0,100,134.707915508449
"864",11,124,0,100,144.997380607881
"865",12,124,0,100,156.041696577495
"866",13,124,0,100,168.194759128152
"867",14,124,0,100,183.776079202409
"868",15,124,0,100,200.407133207083
"869",2,126,0,100,33.1575116241863
"870",3,126,0,100,53.3665594622992
"871",4,126,0,100,68.2163271271541
"872",5,126,0,100,81.4246749121628
"873",6,126,0,100,94.2091053974699
"874",7,126,0,100,105.38990582587
"875",8,126,0,100,115.656866292304
"876",9,126,0,100,120.284498115099
"877",10,126,0,100,130.068331099565
"878",11,126,0,100,143.408924192355
"879",12,126,0,100,154.849536803212
"880",13,126,0,100,168.471075403171
"881",14,126,0,100,183.830490935441
"882",15,126,0,100,201.367676861411
"883",2,128,0,100,33.7888746637077
"884",3,128,0,100,54.910964997216
"885",4,128,0,100,71.024121954293
"886",5,128,0,100,80.7957009826984
"887",6,128,0,100,89.6072221618863
"888",7,128,0,100,100.083098969806
"889",8,128,0,100,113.34995837562
"890",9,128,0,100,125.199015114036
"891",10,128,0,100,134.598499129427
"892",11,128,0,100,145.83097308645
"893",12,128,0,100,158.239791623894
"894",13,128,0,100,170.775766905365
"895",14,128,0,100,184.602198044919
"896",15,128,0,100,202.216829054666
"897",2,130,0,100,33.8779471008026
"898",3,130,0,100,55.0714306525892
"899",4,130,0,100,67.3417704208799
"900",5,130,0,100,82.4277142250252
"901",6,130,0,100,94.6411282572271
"902",7,130,0,100,105.594799372503
"903",8,130,0,100,115.726684101101
"904",9,130,0,100,124.491973332876
"905",10,130,0,100,134.778342612962
"906",11,130,0,100,145.277822900423
"907",12,130,0,100,157.809785809728
"908",13,130,0,100,170.323958085767
"909",14,130,0,100,185.036703803553
"910",15,130,0,100,201.008802536119
"911",2,132,0,100,34.0378986910365
"912",3,132,0,100,55.0385504372163
"913",4,132,0,100,68.7900871657879
"914",5,132,0,100,81.8277713980687
"915",6,132,0,100,94.2583056994739
"916",7,132,0,100,105.713129273265
"917",8,132,0,100,115.424425514557
"918",9,132,0,100,124.588768017737
"919",10,132,0,100,134.862363970665
"920",11,132,0,100,146.83130840814
"921",12,132,0,100,157.413757756914
"922",13,132,0,100,171.06866050307
"923",14,132,0,100,185.749587922184
"924",15,132,0,100,202.460857366577
"925",2,134,0,100,33.4008144973973
"926",3,134,0,100,54.2898864707393
"927",4,134,0,100,70.5635269437743
"928",5,134,0,100,83.1549210813351
"929",6,134,0,100,94.1616599634738
"930",7,134,0,100,104.098256414284
"931",8,134,0,100,113.188362842514
"932",9,134,0,100,123.423397444658
"933",10,134,0,100,136.277817706651
"934",11,134,0,100,147.116712021355
"935",12,134,0,100,158.427194201568
"936",13,134,0,100,171.566165947374
"937",14,134,0,100,185.369962304033
"938",15,134,0,100,202.870791372268
"939",2,136,0,100,34.0748753242428
"940",3,136,0,100,54.2903694345825
"941",4,136,0,100,70.3036422776664
"942",5,136,0,100,82.373363292591
"943",6,136,0,100,93.7629451045751
"944",7,136,0,100,106.064444163149
"945",8,136,0,100,114.725500842177
"946",9,136,0,100,124.000263797867
"947",10,136,0,100,133.885313309221
"948",11,136,0,100,144.797760470929
"949",12,136,0,100,156.586389056838
"950",13,136,0,100,169.867773668276
"951",14,136,0,100,183.143805801194
"952",15,136,0,100,202.564247085998
"953",2,138,0,100,34.025853387556
"954",3,138,0,100,54.8552811978436
"955",4,138,0,100,69.2397498618099
"956",5,138,0,100,80.8821375877165
"957",6,138,0,100,90.6825390763456
"958",7,138,0,100,103.586441106645
"959",8,138,0,100,111.70425822338
"960",9,138,0,100,123.388164657716
"961",10,138,0,100,134.933376376939
"962",11,138,0,100,146.088999687733
"963",12,138,0,100,156.516282368731
"964",13,138,0,100,168.125347162933
"965",14,138,0,100,185.445869348997
"966",15,138,0,100,202.373443553071
"967",2,140,0,100,33.9953968367971
"968",3,140,0,100,54.070854240323
"969",4,140,0,100,70.0403963881614
"970",5,140,0,100,83.7134550313241
"971",6,140,0,100,94.6406625680504
"972",7,140,0,100,102.956338242888
"973",8,140,0,100,113.476942100512
"974",9,140,0,100,122.332175505884
"975",10,140,0,100,133.93639895155
"976",11,140,0,100,144.438820295261
"977",12,140,0,100,156.018759853525
"978",13,140,0,100,169.5321516177
"979",14,140,0,100,184.492179848287
"980",15,140,0,100,202.228922645284
"981",2,142,0,100,33.8729416140418
"982",3,142,0,100,54.7502138256802
"983",4,142,0,100,68.7095831393134
"984",5,142,0,100,80.7685336845257
"985",6,142,0,100,91.8567821658487
"986",7,142,0,100,99.4104287904093
"987",8,142,0,100,110.516560648386
"988",9,142,0,100,121.74700378108
"989",10,142,0,100,131.918903887365
"990",11,142,0,100,142.498033333978
"991",12,142,0,100,152.816109087878
"992",13,142,0,100,167.806016135609
"993",14,142,0,100,183.998629430765
"994",15,142,0,100,201.157366241147
"995",2,144,0,100,33.9807846342923
"996",3,144,0,100,55.1179502256604
"997",4,144,0,100,69.547198052022
"998",5,144,0,100,82.0406442402278
"999",6,144,0,100,93.7951137648962
"1000",7,144,0,100,104.821905746237
"1001",8,144,0,100,115.203992167745
"1002",9,144,0,100,124.183706462367
"1003",10,144,0,100,135.148600490226
"1004",11,144,0,100,145.878646192284
"1005",12,144,0,100,157.452465200911
"1006",13,144,0,100,169.477331868943
"1007",14,144,0,100,184.941793121021
"1008",15,144,0,100,202.09201893966
"1009",2,146,0,100,33.2580186043261
"1010",3,146,0,100,54.3440178987959
"1011",4,146,0,100,70.9030070571651
"1012",5,146,0,100,82.8473173685265
"1013",6,146,0,100,94.6190540584971
"1014",7,146,0,100,104.87665349055
"1015",8,146,0,100,115.624322205498
"1016",9,146,0,100,126.068690040665
"1017",10,146,0,100,135.698202834501
"1018",11,146,0,100,146.057588926562
"1019",12,146,0,100,157.540369104891
"1020",13,146,0,100,169.072471782077
"1021",14,146,0,100,184.202471283854
"1022",15,146,0,100,200.905954105115
"1023",2,148,0,100,33.427988730448
"1024",3,148,0,100,55.0252311228015
"1025",4,148,0,100,70.8951902469365
"1026",5,148,0,100,82.1575675919923
"1027",6,148,0,100,94.7199587672821
"1028",7,148,0,100,103.10171763621
"1029",8,148,0,100,112.379871044166
"1030",9,148,0,100,122.878326644156
"1031",10,148,0,100,134.037586060075
"1032",11,148,0,100,145.104269320246
"1033",12,148,0,100,156.781507878804
"1034",13,148,0,100,167.143694513257
"1035",14,148,0,100,181.794538420938
"1036",15,148,0,100,199.473176899292
"1037",2,150,0,100,33.8993765763692
"1038",3,150,0,100,54.6810935972097
"1039",4,150,0,100,68.1261093254547
"1040",5,150,0,100,82.5895937482579
"1041",6,150,0,100,92.710629453629
"1042",7,150,0,100,104.362141354105
"1043",8,150,0,100,115.380867771873
"1044",9,150,0,100,123.395734051947
"1045",10,150,0,100,134.93507704688
"1046",11,150,0,100,145.554253372213
"1047",12,150,0,100,157.734531603462
"1048",13,150,0,100,170.169353312746
"1049",14,150,0,100,185.242107680389
"1050",15,150,0,100,201.428098856104
"1051",2,152,0,100,33.808910110106
"1052",3,152,0,100,54.9269934862893
"1053",4,152,0,100,69.8036340956928
"1054",5,152,0,100,78.2784552581994
"1055",6,152,0,100,91.1464173642069
"1056",7,152,0,100,104.732254436599
"1057",8,152,0,100,114.754259702673
"1058",9,152,0,100,123.815326209039
"1059",10,152,0,100,134.775013609226
"1060",11,152,0,100,145.8029554543
"1061",12,152,0,100,156.890124555045
"1062",13,152,0,100,169.836061929611
"1063",14,152,0,100,183.825061234118
"1064",15,152,0,100,201.781727329158
"1065",2,154,0,100,32.9876825067054
"1066",3,154,0,100,54.6135302569864
"1067",4,154,0,100,67.8694496004846
"1068",5,154,0,100,78.7531310469427
"1069",6,154,0,100,94.2112671346925
"1070",7,154,0,100,103.664283126435
"1071",8,154,0,100,114.164034046134
"1072",9,154,0,100,125.013905724936
"1073",10,154,0,100,134.792136346109
"1074",11,154,0,100,145.160116986507
"1075",12,154,0,100,157.112697172572
"1076",13,154,0,100,169.821329428323
"1077",14,154,0,100,185.463580922782
"1078",15,154,0,100,202.779871021363
"1079",2,156,0,100,33.9399817405671
"1080",3,156,0,100,54.5031088488969
"1081",4,156,0,100,70.3889750239854
"1082",5,156,0,100,80.6191317293793
"1083",6,156,0,100,91.1880284282519
"1084",7,156,0,100,102.997552857424
"1085",8,156,0,100,111.389361050232
"1086",9,156,0,100,121.607839495582
"1087",10,156,0,100,133.611077817668
"1088",11,156,0,100,145.298118508792
"1089",12,156,0,100,157.111493416048
"1090",13,156,0,100,169.636348855355
"1091",14,156,0,100,183.436373184625
"1092",15,156,0,100,201.805634747591
"1093",2,158,0,100,33.9611832754671
"1094",3,158,0,100,54.2511980965548
"1095",4,158,0,100,67.5985192943319
"1096",5,158,0,100,81.3364612883754
"1097",6,158,0,100,92.6700536927283
"1098",7,158,0,100,104.469953425035
"1099",8,158,0,100,115.993428708739
"1100",9,158,0,100,125.071549510587
"1101",10,158,0,100,134.771959761127
"1102",11,158,0,100,143.366560247417
"1103",12,158,0,100,156.169792675965
"1104",13,158,0,100,168.285162557571
"1105",14,158,0,100,181.818022561593
"1106",15,158,0,100,200.119290578626
"1107",2,160,0,100,33.9297198687772
"1108",3,160,0,100,54.1517807411383
"1109",4,160,0,100,69.0013433453431
"1110",5,160,0,100,79.9043156849493
"1111",6,160,0,100,91.5900976790211
"1112",7,160,0,100,103.961281825716
"1113",8,160,0,100,112.549943803991
"1114",9,160,0,100,122.535062425005
"1115",10,160,0,100,133.909351426902
"1116",11,160,0,100,144.481035656236
"1117",12,160,0,100,155.481322680877
"1118",13,160,0,100,169.451674861912
"1119",14,160,0,100,184.461247621515
"1120",15,160,0,100,201.0924171643
"1121",2,162,0,100,33.3514024003415
"1122",3,162,0,100,54.769145897273
"1123",4,162,0,100,68.4586334551017
"1124",5,162,0,100,80.999761049375
"1125",6,162,0,100,90.5400142863349
"1126",7,162,0,100,102.406768084688
"1127",8,162,0,100,112.54688202947
"1128",9,162,0,100,121.827403115368
"1129",10,162,0,100,133.751158339303
"1130",11,162,0,100,144.672459800597
"1131",12,162,0,100,156.237702422898
"1132",13,162,0,100,170.299332488123
"1133",14,162,0,100,184.618714669758
"1134",15,162,0,100,200.817415601914
"1135",2,164,0,100,33.525447384519
"1136",3,164,0,100,55.1238158676909
"1137",4,164,0,100,67.8557052362675
"1138",5,164,0,100,83.4089847787829
"1139",6,164,0,100,94.753068677381
"1140",7,164,0,100,105.299550059173
"1141",8,164,0,100,114.509366854255
"1142",9,164,0,100,123.919474374398
"1143",10,164,0,100,133.951643278762
"1144",11,164,0,100,145.852475625478
"1145",12,164,0,100,157.509958393449
"1146",13,164,0,100,170.168534856785
"1147",14,164,0,100,182.987479978145
"1148",15,164,0,100,200.746888643515
"1149",2,166,0,100,34.0717881666056
"1150",3,166,0,100,54.481323164387
"1151",4,166,0,100,69.1586836280241
"1152",5,166,0,100,77.6769344028967
"1153",6,166,0,100,91.3160465834955
"1154",7,166,0,100,102.407195001974
"1155",8,166,0,100,111.782423107254
"1156",9,166,0,100,122.208397751251
"1157",10,166,0,100,134.012059377664
"1158",11,166,0,100,145.580740086087
"1159",12,166,0,100,156.550670523279
"1160",13,166,0,100,169.658551576512
"1161",14,166,0,100,184.951742249401
"1162",15,166,0,100,202.976053316015
"1163",2,168,0,100,33.249474625799
"1164",3,168,0,100,55.1127252306658
"1165",4,168,0,100,65.9466938907777
"1166",5,168,0,100,81.1180711122155
"1167",6,168,0,100,92.8040860217322
"1168",7,168,0,100,104.52890542005
"1169",8,168,0,100,113.734274490014
"1170",9,168,0,100,123.205402079339
"1171",10,168,0,100,134.852593209125
"1172",11,168,0,100,145.390415734184
"1173",12,168,0,100,156.908456382133
"1174",13,168,0,100,168.58052438808
"1175",14,168,0,100,183.736428847818
"1176",15,168,0,100,200.14322522288
"1177",2,170,0,100,33.1537585101525
"1178",3,170,0,100,55.0217076004585
"1179",4,170,0,100,66.3075913746897
"1180",5,170,0,100,82.3799543784321
"1181",6,170,0,100,90.4083317946278
"1182",7,170,0,100,101.548721230176
"1183",8,170,0,100,115.029312677768
"1184",9,170,0,100,124.676783152452
"1185",10,170,0,100,133.893138663506
"1186",11,170,0,100,146.324640694017
"1187",12,170,0,100,157.781624431069
"1188",13,170,0,100,171.116815346363
"1189",14,170,0,100,184.777209564811
"1190",15,170,0,100,201.574696536708
"1191",2,172,0,100,34.0694885471266
"1192",3,172,0,100,54.4099364203878
"1193",4,172,0,100,69.3380603490698
"1194",5,172,0,100,82.7320924114993
"1195",6,172,0,100,94.7929308581806
"1196",7,172,0,100,104.953549194531
"1197",8,172,0,100,115.088666296165
"1198",9,172,0,100,124.201914508799
"1199",10,172,0,100,133.790240348187
"1200",11,172,0,100,145.667553809759
"1201",12,172,0,100,155.170032815524
"1202",13,172,0,100,168.925489839689
"1203",14,172,0,100,183.486344578263
"1204",15,172,0,100,201.114656006802
"1205",2,174,0,100,33.1684456990219
"1206",3,174,0,100,55.0602171523259
"1207",4,174,0,100,69.6058401221589
"1208",5,174,0,100,82.7013763285111
"1209",6,174,0,100,94.5010269971332
"1210",7,174,0,100,105.04507968087
"1211",8,174,0,100,113.057079187819
"1212",9,174,0,100,124.371111655445
"1213",10,174,0,100,134.574781649219
"1214",11,174,0,100,146.401380460422
"1215",12,174,0,100,157.925413676933
"1216",13,174,0,100,171.353523970903
"1217",14,174,0,100,186.547378600479
"1218",15,174,0,100,202.92328400503
"1219",2,176,0,100,32.6950678007059
"1220",3,176,0,100,54.8753812887933
"1221",4,176,0,100,69.8455081034413
"1222",5,176,0,100,80.5236726396236
"1223",6,176,0,100,93.5167426255972
"1224",7,176,0,100,102.94062457947
"1225",8,176,0,100,111.204052946804
"1226",9,176,0,100,123.381466137748
"1227",10,176,0,100,133.494903931183
"1228",11,176,0,100,145.337276759892
"1229",12,176,0,100,155.271022868323
"1230",13,176,0,100,167.465383480083
"1231",14,176,0,100,183.376274392928
"1232",15,176,0,100,201.223726995565
"1233",2,178,0,100,33.8130134652447
"1234",3,178,0,100,54.4345056993036
"1235",4,178,0,100,66.6723141669923
"1236",5,178,0,100,83.1045128486544
"1237",6,178,0,100,93.5938075042216
"1238",7,178,0,100,105.351226444054
"1239",8,178,0,100,115.001870244676
"1240",9,178,0,100,123.713856898477
"1241",10,178,0,100,134.803250097755
"1242",11,178,0,100,145.342234848175
"1243",12,178,0,100,155.868391927267
"1244",13,178,0,100,168.716495939269
"1245",14,178,0,100,184.212386479832
"1246",15,178,0,100,200.848260432276
"1247",2,180,0,100,32.5479261084291
"1248",3,180,0,100,54.9357588348734
"1249",4,180,0,100,70.8016894004699
"1250",5,180,0,100,81.5415472202593
"1251",6,180,0,100,93.4380320754095
"1252",7,180,0,100,105.139805197581
"1253",8,180,0,100,115.048329880385
"1254",9,180,0,100,125.079449423218
"1255",10,180,0,100,134.984350928641
"1256",11,180,0,100,146.305383984355
"1257",12,180,0,100,158.267130659454
"1258",13,180,0,100,170.635707802964
"1259",14,180,0,100,184.13774031622
"1260",15,180,0,100,201.942388844102
"1261",2,182,0,100,32.3530040592106
"1262",3,182,0,100,51.9650641362866
"1263",4,182,0,100,67.4947074394583
"1264",5,182,0,100,79.1926050967692
"1265",6,182,0,100,86.9870663210391
"1266",7,182,0,100,100.485091531295
"1267",8,182,0,100,109.073922017802
"1268",9,182,0,100,120.857694358672
"1269",10,182,0,100,131.361544391526
"1270",11,182,0,100,144.071940844486
"1271",12,182,0,100,156.784917026705
"1272",13,182,0,100,169.840772873234
"1273",14,182,0,100,183.780746490629
"1274",15,182,0,100,200.879134792411
"1275",2,184,0,100,33.8360040564563
"1276",3,184,0,100,55.0343771175952
"1277",4,184,0,100,70.3210739421693
"1278",5,184,0,100,82.6450677239922
"1279",6,184,0,100,92.1901982517342
"1280",7,184,0,100,102.525366034149
"1281",8,184,0,100,113.209505044415
"1282",9,184,0,100,121.274809222336
"1283",10,184,0,100,132.305072145742
"1284",11,184,0,100,142.419894553683
"1285",12,184,0,100,156.428495667233
"1286",13,184,0,100,168.91345023079
"1287",14,184,0,100,182.481415985576
"1288",15,184,0,100,200.163881710153
"1289",2,186,0,100,33.7970421504131
"1290",3,186,0,100,54.485445930392
"1291",4,186,0,100,68.1008272953085
"1292",5,186,0,100,82.7680842051186
"1293",6,186,0,100,95.2417679788131
"1294",7,186,0,100,103.632780985351
"1295",8,186,0,100,114.550207918947
"1296",9,186,0,100,125.345859145913
"1297",10,186,0,100,135.823318761191
"1298",11,186,0,100,145.670402968586
"1299",12,186,0,100,158.228825697811
"1300",13,186,0,100,171.695036487173
"1301",14,186,0,100,185.115454564396
"1302",15,186,0,100,202.230308970773
"1303",2,188,0,100,33.1822231174914
"1304",3,188,0,100,54.3139885277815
"1305",4,188,0,100,67.2911577338827
"1306",5,188,0,100,82.4007845172489
"1307",6,188,0,100,91.9934176811086
"1308",7,188,0,100,102.40080063055
"1309",8,188,0,100,114.055978253244
"1310",9,188,0,100,123.641832121793
"1311",10,188,0,100,134.742215274324
"1312",11,188,0,100,145.841186192444
"1313",12,188,0,100,156.382792667718
"1314",13,188,0,100,170.670533158734
"1315",14,188,0,100,185.04758991318
"1316",15,188,0,100,203.114722743781
"1317",2,190,0,100,33.377603805895
"1318",3,190,0,100,54.6855875457096
"1319",4,190,0,100,68.5734583993763
"1320",5,190,0,100,78.0358850900317
"1321",6,190,0,100,89.9755229941967
"1322",7,190,0,100,101.455948515184
"1323",8,190,0,100,113.285378641948
"1324",9,190,0,100,124.104605758031
"1325",10,190,0,100,133.974489693933
"1326",11,190,0,100,145.367357383655
"1327",12,190,0,100,157.422640262511
"1328",13,190,0,100,170.345119108619
"1329",14,190,0,100,184.204012579293
"1330",15,190,0,100,201.773556007148
"1331",2,192,0,100,34.0016322766264
"1332",3,192,0,100,54.219113576154
"1333",4,192,0,100,67.9864828914755
"1334",5,192,0,100,82.0088335499273
"1335",6,192,0,100,93.3637389981107
"1336",7,192,0,100,104.338322484151
"1337",8,192,0,100,114.101636203652
"1338",9,192,0,100,123.908713458394
"1339",10,192,0,100,132.078810791015
"1340",11,192,0,100,144.797036662666
"1341",12,192,0,100,157.13032221083
"1342",13,192,0,100,169.540116548339
"1343",14,192,0,100,185.424502268779
"1344",15,192,0,100,201.578682215184
"1345",2,194,0,100,33.0426528031943
"1346",3,194,0,100,55.0610140322976
"1347",4,194,0,100,67.7386744119781
"1348",5,194,0,100,79.7250660725655
"1349",6,194,0,100,91.1705577279797
"1350",7,194,0,100,101.772858134668
"1351",8,194,0,100,111.901481098338
"1352",9,194,0,100,122.118394142048
"1353",10,194,0,100,131.740881468252
"1354",11,194,0,100,144.57585561667
"1355",12,194,0,100,156.938016935002
"1356",13,194,0,100,170.564703824921
"1357",14,194,0,100,183.514608416633
"1358",15,194,0,100,199.177118270776
"1359",2,196,0,100,33.9691071143827
"1360",3,196,0,100,54.8827126406997
"1361",4,196,0,100,69.4039246356881
"1362",5,196,0,100,82.8137905535273
"1363",6,196,0,100,93.9819105465059
"1364",7,196,0,100,102.89948729847
"1365",8,196,0,100,113.456337026628
"1366",9,196,0,100,124.513605380522
"1367",10,196,0,100,134.960136095708
"1368",11,196,0,100,145.489389640405
"1369",12,196,0,100,156.847743819701
"1370",13,196,0,100,170.524444474693
"1371",14,196,0,100,185.457548774883
"1372",15,196,0,100,202.046931178618
"1373",2,198,0,100,34.0724246875259
"1374",3,198,0,100,54.5994494937801
"1375",4,198,0,100,69.1515056487604
"1376",5,198,0,100,81.6040894547739
"1377",6,198,0,100,93.3830861871833
"1378",7,198,0,100,101.621558781727
"1379",8,198,0,100,112.540311856713
"1380",9,198,0,100,122.196652248605
"1381",10,198,0,100,131.829448511869
"1382",11,198,0,100,143.726400927265
"1383",12,198,0,100,157.594466242632
"1384",13,198,0,100,170.037204039651
"1385",14,198,0,100,185.463344906879
"1386",15,198,0,100,202.374460842379
"1387",2,200,0,100,33.954422327136
"1388",3,200,0,100,54.6261152207147
"1389",4,200,0,100,70.4918206899912
"1390",5,200,0,100,83.00654697563
"1391",6,200,0,100,92.1494941399488
"1392",7,200,0,100,102.532996379859
"1393",8,200,0,100,114.119824536805
"1394",9,200,0,100,124.613768756111
"1395",10,200,0,100,134.339035073228
"1396",11,200,0,100,146.093925896123
"1397",12,200,0,100,157.199668575898
"1398",13,200,0,100,170.068419392041
"1399",14,200,0,100,185.205784260681
"1400",15,200,0,100,201.5183056523
"1401",2,2,1,100,31.155855585926
"1402",3,2,1,100,50.1735975100549
"1403",4,2,1,100,71.9104110595359
"1404",5,2,1,100,86.9253722233107
"1405",6,2,1,100,109.177589024474
"1406",7,2,1,100,137.836811245148
"1407",8,2,1,100,173.463856221064
"1408",9,2,1,100,237.609247578067
"1409",10,2,1,100,376.76142024886
"1410",11,2,1,100,1055.17222274856
"1411",12,2,1,100,-966.432269299415
"1412",13,2,1,100,-286.704991022135
"1413",14,2,1,100,-150.453628851784
"1414",15,2,1,100,-89.468088667341
"1415",2,4,1,100,32.1054892477547
"1416",3,4,1,100,53.118718520162
"1417",4,4,1,100,69.7192940511855
"1418",5,4,1,100,93.0280617884146
"1419",6,4,1,100,110.361279347876
"1420",7,4,1,100,140.900933876848
"1421",8,4,1,100,170.446243510163
"1422",9,4,1,100,230.919584251679
"1423",10,4,1,100,373.857696226541
"1424",11,4,1,100,1050.11546250809
"1425",12,4,1,100,-967.63798721638
"1426",13,4,1,100,-291.028662258786
"1427",14,4,1,100,-151.046681380102
"1428",15,4,1,100,-90.1292292426541
"1429",2,6,1,100,30.6111026139204
"1430",3,6,1,100,52.2002140105895
"1431",4,6,1,100,70.5534194295951
"1432",5,6,1,100,85.320793863878
"1433",6,6,1,100,104.40964431019
"1434",7,6,1,100,133.864049278012
"1435",8,6,1,100,176.605757199816
"1436",9,6,1,100,237.25427445671
"1437",10,6,1,100,377.696597108124
"1438",11,6,1,100,1057.02176471293
"1439",12,6,1,100,-963.109675181094
"1440",13,6,1,100,-285.195115385494
"1441",14,6,1,100,-147.094103838694
"1442",15,6,1,100,-86.6057905605502
"1443",2,8,1,100,30.897272665042
"1444",3,8,1,100,50.7425000572869
"1445",4,8,1,100,69.8091541096196
"1446",5,8,1,100,89.6581575492511
"1447",6,8,1,100,111.191908648107
"1448",7,8,1,100,137.130423660867
"1449",8,8,1,100,179.022016982483
"1450",9,8,1,100,238.145236333033
"1451",10,8,1,100,374.326838654973
"1452",11,8,1,100,1054.31787253935
"1453",12,8,1,100,-962.893704271694
"1454",13,8,1,100,-288.51669940326
"1455",14,8,1,100,-151.801427607248
"1456",15,8,1,100,-92.1840527339014
"1457",2,10,1,100,29.4640362709637
"1458",3,10,1,100,51.6317261414098
"1459",4,10,1,100,70.7827392188797
"1460",5,10,1,100,92.7174058869534
"1461",6,10,1,100,109.481571728448
"1462",7,10,1,100,135.188029122696
"1463",8,10,1,100,170.263046677821
"1464",9,10,1,100,237.466172976059
"1465",10,10,1,100,376.356258845793
"1466",11,10,1,100,1054.90895548463
"1467",12,10,1,100,-967.5710879271
"1468",13,10,1,100,-287.926645818096
"1469",14,10,1,100,-149.69034706294
"1470",15,10,1,100,-89.7032703353043
"1471",2,12,1,100,31.3650948659074
"1472",3,12,1,100,50.5338325977483
"1473",4,12,1,100,70.0467600311812
"1474",5,12,1,100,88.1985529326008
"1475",6,12,1,100,111.968853711681
"1476",7,12,1,100,136.474423108321
"1477",8,12,1,100,176.133954017796
"1478",9,12,1,100,240.818184500432
"1479",10,12,1,100,380.662057080737
"1480",11,12,1,100,1055.21123436478
"1481",12,12,1,100,-965.655501205231
"1482",13,12,1,100,-287.277341383096
"1483",14,12,1,100,-149.609051731949
"1484",15,12,1,100,-89.4381597901429
"1485",2,14,1,100,28.9807772650598
"1486",3,14,1,100,48.05151291728
"1487",4,14,1,100,68.4112065590987
"1488",5,14,1,100,89.4907877003486
"1489",6,14,1,100,110.785561076168
"1490",7,14,1,100,138.671970023117
"1491",8,14,1,100,176.948664644651
"1492",9,14,1,100,236.404045273359
"1493",10,14,1,100,376.546309410925
"1494",11,14,1,100,1053.85003445847
"1495",12,14,1,100,-963.578894315311
"1496",13,14,1,100,-283.422174765048
"1497",14,14,1,100,-144.543651051986
"1498",15,14,1,100,-84.7575127909987
"1499",2,16,1,100,31.5720214476073
"1500",3,16,1,100,49.7725277910371
"1501",4,16,1,100,68.2171106346798
"1502",5,16,1,100,87.7852780510016
"1503",6,16,1,100,111.563533723043
"1504",7,16,1,100,140.20568619919
"1505",8,16,1,100,172.734756838239
"1506",9,16,1,100,236.890031874912
"1507",10,16,1,100,376.627550494702
"1508",11,16,1,100,1055.05562668112
"1509",12,16,1,100,-964.273330290513
"1510",13,16,1,100,-288.676415956446
"1511",14,16,1,100,-147.158263865913
"1512",15,16,1,100,-86.9854207769753
"1513",2,18,1,100,30.9807623688526
"1514",3,18,1,100,50.6962786175436
"1515",4,18,1,100,70.1142310656087
"1516",5,18,1,100,88.6024730110159
"1517",6,18,1,100,108.290674831238
"1518",7,18,1,100,134.75922386381
"1519",8,18,1,100,174.5722462535
"1520",9,18,1,100,237.406330376289
"1521",10,18,1,100,375.538460658841
"1522",11,18,1,100,1053.17252889291
"1523",12,18,1,100,-963.079667919738
"1524",13,18,1,100,-285.932931092473
"1525",14,18,1,100,-147.647358580294
"1526",15,18,1,100,-88.2846534837966
"1527",2,20,1,100,31.6705173735078
"1528",3,20,1,100,51.1997808012775
"1529",4,20,1,100,69.3173416322854
"1530",5,20,1,100,91.7270184842797
"1531",6,20,1,100,112.802392776775
"1532",7,20,1,100,137.235460616105
"1533",8,20,1,100,176.483063554521
"1534",9,20,1,100,238.721185118339
"1535",10,20,1,100,379.561165843306
"1536",11,20,1,100,1056.6787827987
"1537",12,20,1,100,-965.603150545944
"1538",13,20,1,100,-286.494833405855
"1539",14,20,1,100,-150.461885061827
"1540",15,20,1,100,-89.8352948647342
"1541",2,22,1,100,31.6018209140987
"1542",3,22,1,100,51.6973296513009
"1543",4,22,1,100,70.1684533493353
"1544",5,22,1,100,87.8621780238639
"1545",6,22,1,100,112.124445564042
"1546",7,22,1,100,141.049717596353
"1547",8,22,1,100,173.955038519229
"1548",9,22,1,100,238.648345780782
"1549",10,22,1,100,377.030325130577
"1550",11,22,1,100,1056.33286450085
"1551",12,22,1,100,-965.908453152884
"1552",13,22,1,100,-289.293893653439
"1553",14,22,1,100,-151.410888552966
"1554",15,22,1,100,-90.9751912270235
"1555",2,24,1,100,28.8043647130348
"1556",3,24,1,100,49.6603325926904
"1557",4,24,1,100,67.3724400086448
"1558",5,24,1,100,83.2843587160826
"1559",6,24,1,100,105.646257089174
"1560",7,24,1,100,132.401684549089
"1561",8,24,1,100,173.533863082413
"1562",9,24,1,100,236.411971356465
"1563",10,24,1,100,374.819788929138
