"","k","seed","ncpts","nit","aicc"
"72",3,12,0,100,54.9082536050902
"73",4,12,0,100,70.3695925457498
"74",5,12,0,100,81.8188720894489
"75",6,12,0,100,93.4317453682438
"76",7,12,0,100,103.183240082333
"77",8,12,0,100,114.577040446731
"78",9,12,0,100,125.221766385947
"79",10,12,0,100,135.412364363128
"80",11,12,0,100,145.109130034951
"81",12,12,0,100,157.398033711755
"82",13,12,0,100,169.603258736247
"83",14,12,0,100,185.127741407811
"84",15,12,0,100,201.918432587937
"85",2,14,0,100,32.4297168589911
"86",3,14,0,100,54.6799771846934
"87",4,14,0,100,70.9631461014881
"88",5,14,0,100,82.6103807471362
"89",6,14,0,100,91.9442621256711
"90",7,14,0,100,106.026999959845
"91",8,14,0,100,115.684571299792
"92",9,14,0,100,123.527980381554
"93",10,14,0,100,134.640820537018
"94",11,14,0,100,143.485176420935
"95",12,14,0,100,157.787679693967
"96",13,14,0,100,171.242317629172
"97",14,14,0,100,186.489094534642
"98",15,14,0,100,203.062450851167
"99",2,16,0,100,34.0682584897031
"100",3,16,0,100,54.5066697132124
"101",4,16,0,100,69.8541791291523
"102",5,16,0,100,81.8300582552737
"103",6,16,0,100,94.6698913393714
"104",7,16,0,100,105.385535343168
"105",8,16,0,100,112.348578735796
"106",9,16,0,100,124.054420680198
"107",10,16,0,100,135.057253914228
"108",11,16,0,100,145.162241352659
"109",12,16,0,100,156.484498980785
"110",13,16,0,100,168.394448189772
"111",14,16,0,100,185.774294737622
"112",15,16,0,100,203.090502915537
"113",2,18,0,100,33.6916257823896
"114",3,18,0,100,55.1107883239004
"115",4,18,0,100,70.4548118545813
"116",5,18,0,100,82.5968225923417
"117",6,18,0,100,92.8373581614377
"118",7,18,0,100,102.02039302451
"119",8,18,0,100,113.847499614373
"120",9,18,0,100,122.936431101319
"121",10,18,0,100,133.745911546842
"122",11,18,0,100,145.152798863374
"123",12,18,0,100,157.357008655349
"124",13,18,0,100,169.478631863941
"125",14,18,0,100,184.801879415785
"126",15,18,0,100,202.655352057964
"127",2,20,0,100,33.8629083294978
"128",3,20,0,100,54.7366228896179
"129",4,20,0,100,70.6467637288946
"130",5,20,0,100,83.467476115852
"131",6,20,0,100,94.7932516768856
"132",7,20,0,100,105.190895337636
"133",8,20,0,100,112.741431716476
"134",9,20,0,100,122.905050077231
"135",10,20,0,100,135.783044727029
"136",11,20,0,100,146.95440431922
"137",12,20,0,100,156.364330387359
"138",13,20,0,100,170.318721245105
"139",14,20,0,100,184.74931769628
"140",15,20,0,100,202.601453108773
"141",2,22,0,100,33.9976296365141
"142",3,22,0,100,55.1200421064523
"143",4,22,0,100,68.9519130705425
"144",5,22,0,100,81.8129789253063
"145",6,22,0,100,94.4160553768028
"146",7,22,0,100,106.45422579836
"147",8,22,0,100,114.283556551323
"148",9,22,0,100,125.374436813104
"149",10,22,0,100,135.252855561418
"150",11,22,0,100,147.032284492488
"151",12,22,0,100,157.474374381683
"152",13,22,0,100,170.924929429183
"153",14,22,0,100,184.451857463566
"154",15,22,0,100,201.677917215117
"155",2,24,0,100,33.0043311461568
"156",3,24,0,100,54.6377014223005
"157",4,24,0,100,70.036728248795
"158",5,24,0,100,78.9966626702057
"159",6,24,0,100,90.7425609445071
"160",7,24,0,100,101.384459124968
"161",8,24,0,100,113.339726992004
"162",9,24,0,100,123.236190719786
"163",10,24,0,100,134.625538509827
"164",11,24,0,100,143.361318074303
"165",12,24,0,100,156.764432301005
"166",13,24,0,100,170.82529247293
"167",14,24,0,100,184.706701016936
"168",15,24,0,100,202.303239675074
"169",2,26,0,100,33.0741027831893
"170",3,26,0,100,55.127769919826
"171",4,26,0,100,68.637274694544
"172",5,26,0,100,77.583507317816
"173",6,26,0,100,91.9226343610709
"174",7,26,0,100,102.251040416733
"175",8,26,0,100,113.987857226977
"176",9,26,0,100,124.869258596605
"177",10,26,0,100,134.609791648724
"178",11,26,0,100,145.671612266532
"179",12,26,0,100,159.10923731854
"180",13,26,0,100,171.741962777529
"181",14,26,0,100,185.340744982507
"182",15,26,0,100,201.771463424411
"183",2,28,0,100,33.3802759759813
"184",3,28,0,100,54.319088415177
"185",4,28,0,100,68.6800048047887
"186",5,28,0,100,79.643054854211
"187",6,28,0,100,91.6026417739037
"188",7,28,0,100,102.617168939569
"189",8,28,0,100,113.166797972816
"190",9,28,0,100,122.714852586539
"191",10,28,0,100,133.42407949135
"192",11,28,0,100,145.150939943929
"193",12,28,0,100,156.766876459952
"194",13,28,0,100,169.433603113385
"195",14,28,0,100,184.362996893891
"196",15,28,0,100,199.586804827672
"197",2,30,0,100,32.9128685639388
"198",3,30,0,100,54.7367020677323
"199",4,30,0,100,70.7287381906016
"200",5,30,0,100,78.8508251110414
"201",6,30,0,100,93.3423750221566
"202",7,30,0,100,103.911519571744
"203",8,30,0,100,112.501416564499
"204",9,30,0,100,124.241439805206
"205",10,30,0,100,131.353460448194
"206",11,30,0,100,142.054940010728
"207",12,30,0,100,156.434267875535
"208",13,30,0,100,169.160052824218
"209",14,30,0,100,183.4019223674
"210",15,30,0,100,200.963361357953
"211",2,32,0,100,33.861351863776
"212",3,32,0,100,54.3578726124281
"213",4,32,0,100,70.4344230092648
"214",5,32,0,100,81.499319993899
"215",6,32,0,100,91.765543717517
"216",7,32,0,100,104.063572090005
"217",8,32,0,100,113.85719467399
"218",9,32,0,100,123.363798535491
"219",10,32,0,100,134.954778797604
"220",11,32,0,100,146.451698623892
"221",12,32,0,100,157.297513535627
"222",13,32,0,100,170.351314273276
"223",14,32,0,100,184.790852000242
"224",15,32,0,100,202.389250823186
"225",2,34,0,100,33.9643824661879
"226",3,34,0,100,55.0664341678822
"227",4,34,0,100,69.9319166102921
"228",5,34,0,100,81.716540020392
"229",6,34,0,100,91.4581739954409
"230",7,34,0,100,101.760555117531
"231",8,34,0,100,110.434287299132
"232",9,34,0,100,122.22400448207
"233",10,34,0,100,133.08788537056
"234",11,34,0,100,145.325049221001
"235",12,34,0,100,156.44680937106
"236",13,34,0,100,169.585937551123
"237",14,34,0,100,184.397403417501
"238",15,34,0,100,201.160866037635
"239",2,36,0,100,33.0079779248942
"240",3,36,0,100,54.7615601546861
"241",4,36,0,100,68.5398767817688
"242",5,36,0,100,80.4724371367276
"243",6,36,0,100,90.452396651373
"244",7,36,0,100,104.382697455103
"245",8,36,0,100,110.643375243991
"246",9,36,0,100,121.312841730883
"247",10,36,0,100,133.735331258356
"248",11,36,0,100,143.97905250736
"249",12,36,0,100,155.015966220938
"250",13,36,0,100,170.118243569733
"251",14,36,0,100,184.725937388462
"252",15,36,0,100,201.415756176462
"253",2,38,0,100,34.0533007106291
"254",3,38,0,100,54.7309905846326
"255",4,38,0,100,67.4925529485049
"256",5,38,0,100,82.0477302743967
"257",6,38,0,100,92.982266641404
"258",7,38,0,100,102.20441370041
"259",8,38,0,100,112.303861743937
"260",9,38,0,100,123.147471399797
"261",10,38,0,100,137.088487790443
"262",11,38,0,100,147.435366796462
"263",12,38,0,100,158.287677314618
"264",13,38,0,100,170.191175627837
"265",14,38,0,100,185.465451952127
"266",15,38,0,100,202.63930944212
"267",2,40,0,100,32.3343356068622
"268",3,40,0,100,54.855011341586
"269",4,40,0,100,69.868222008579
"270",5,40,0,100,80.0307190072537
"271",6,40,0,100,90.9251896490516
"272",7,40,0,100,101.93886230505
"273",8,40,0,100,112.464253980404
"274",9,40,0,100,122.674766266554
"275",10,40,0,100,133.913131360184
"276",11,40,0,100,144.935825268523
"277",12,40,0,100,157.220980244528
"278",13,40,0,100,169.739847682837
"279",14,40,0,100,184.422051511292
"280",15,40,0,100,202.868763427258
"281",2,42,0,100,33.1244790768473
"282",3,42,0,100,54.8450676026736
"283",4,42,0,100,70.5835368932077
"284",5,42,0,100,82.8384320165928
"285",6,42,0,100,93.3532844558709
"286",7,42,0,100,103.545174080685
"287",8,42,0,100,114.643665722054
"288",9,42,0,100,122.995790297674
"289",10,42,0,100,134.827362918198
"290",11,42,0,100,146.331424673363
"291",12,42,0,100,158.396305233272
"292",13,42,0,100,170.691085331655
"293",14,42,0,100,185.173205050938
"294",15,42,0,100,201.913254748051
"295",2,44,0,100,32.8860157695996
"296",3,44,0,100,54.9022976397133
"297",4,44,0,100,70.0648799912362
"298",5,44,0,100,82.9269230274804
"299",6,44,0,100,93.1739048759096
"300",7,44,0,100,104.357989443172
"301",8,44,0,100,114.715528615943
"302",9,44,0,100,123.138285007452
"303",10,44,0,100,132.26959358754
"304",11,44,0,100,143.495062402215
"305",12,44,0,100,155.46112601481
"306",13,44,0,100,168.145962782382
"307",14,44,0,100,182.286899800418
"308",15,44,0,100,200.477009875438
"309",2,46,0,100,33.6992007009099
"310",3,46,0,100,55.1346569129525
"311",4,46,0,100,70.1055978168433
"312",5,46,0,100,82.576645316341
"313",6,46,0,100,93.2586855400574
"314",7,46,0,100,104.532114419803
"315",8,46,0,100,112.344948978916
"316",9,46,0,100,123.665585676754
"317",10,46,0,100,135.414907539289
"318",11,46,0,100,145.720538121552
"319",12,46,0,100,156.785047740302
"320",13,46,0,100,170.186103639285
"321",14,46,0,100,184.816368449614
"322",15,46,0,100,201.471804198448
"323",2,48,0,100,33.9243194193273
"324",3,48,0,100,54.5555175275819
"325",4,48,0,100,70.9175578102111
"326",5,48,0,100,81.6916006855309
"327",6,48,0,100,90.7912130132031
"328",7,48,0,100,102.929471863737
"329",8,48,0,100,111.850546237334
"330",9,48,0,100,124.548645484835
"331",10,48,0,100,133.758451427818
"332",11,48,0,100,143.470206012855
"333",12,48,0,100,155.52016267004
"334",13,48,0,100,169.167280688381
"335",14,48,0,100,184.255052228873
"336",15,48,0,100,200.781424223794
"337",2,50,0,100,33.4760064859779
"338",3,50,0,100,54.0141001878932
"339",4,50,0,100,68.0080164289586
"340",5,50,0,100,79.7502230446794
"341",6,50,0,100,91.1271112913403
"342",7,50,0,100,102.021260935529
"343",8,50,0,100,111.899175319687
"344",9,50,0,100,122.891743696126
"345",10,50,0,100,133.475204419251
"346",11,50,0,100,145.98284466083
"347",12,50,0,100,156.190496065858
"348",13,50,0,100,168.915972107438
"349",14,50,0,100,184.158874691798
"350",15,50,0,100,201.38517204012
"351",2,52,0,100,33.0776181123882
"352",3,52,0,100,55.0215323475671
"353",4,52,0,100,69.238968117196
"354",5,52,0,100,83.3934866707726
"355",6,52,0,100,93.9081332117012
"356",7,52,0,100,105.130849786121
"357",8,52,0,100,114.059771387401
"358",9,52,0,100,125.316580551856
"359",10,52,0,100,136.102937546296
"360",11,52,0,100,146.360262214697
"361",12,52,0,100,158.332585173762
"362",13,52,0,100,170.268003219702
"363",14,52,0,100,184.750269000164
"364",15,52,0,100,202.585151216793
"365",2,54,0,100,33.1766124441375
"366",3,54,0,100,55.1324874245341
"367",4,54,0,100,70.3490624294513
"368",5,54,0,100,81.2253261638308
"369",6,54,0,100,93.8578848767474
"370",7,54,0,100,104.040363229223
"371",8,54,0,100,114.356436486523
"372",9,54,0,100,122.549003156306
"373",10,54,0,100,132.961587434745
"374",11,54,0,100,144.487493095906
"375",12,54,0,100,156.849442273931
"376",13,54,0,100,169.481733104165
"377",14,54,0,100,183.929788791474
"378",15,54,0,100,201.415830087819
"379",2,56,0,100,33.9753427360231
"380",3,56,0,100,53.9227120692652
"381",4,56,0,100,69.9050324027819
"382",5,56,0,100,81.2043482283276
"383",6,56,0,100,91.7266082658747
"384",7,56,0,100,103.363123568453
"385",8,56,0,100,112.682733394921
"386",9,56,0,100,123.9089483307
"387",10,56,0,100,134.182319225293
"388",11,56,0,100,146.008349516086
"389",12,56,0,100,156.460627580898
"390",13,56,0,100,169.635974153379
"391",14,56,0,100,183.826226072934
"392",15,56,0,100,201.320396482095
"393",2,58,0,100,34.0115950046922
"394",3,58,0,100,55.1113660714152
"395",4,58,0,100,69.1288043733287
"396",5,58,0,100,78.8176674395117
"397",6,58,0,100,92.3086414441984
"398",7,58,0,100,101.893875648542
"399",8,58,0,100,113.278643235975
"400",9,58,0,100,124.334705780736
"401",10,58,0,100,134.431135295192
"402",11,58,0,100,143.560127980841
"403",12,58,0,100,157.542390155865
"404",13,58,0,100,171.815564588619
"405",14,58,0,100,184.711319468678
"406",15,58,0,100,200.703177715736
"407",2,60,0,100,33.4819853609907
"408",3,60,0,100,54.9876495142175
"409",4,60,0,100,70.3990235605573
"410",5,60,0,100,81.0496045978764
"411",6,60,0,100,94.4606916969678
"412",7,60,0,100,101.024371613195
"413",8,60,0,100,112.942871363391
"414",9,60,0,100,124.460946844162
"415",10,60,0,100,134.953854202933
"416",11,60,0,100,145.075140213464
"417",12,60,0,100,156.840726163109
"418",13,60,0,100,170.223223650642
"419",14,60,0,100,185.931945525885
"420",15,60,0,100,203.033227564476
"421",2,62,0,100,32.6300779477762
"422",3,62,0,100,50.131303879983
"423",4,62,0,100,68.7764221810445
"424",5,62,0,100,81.6392184661583
"425",6,62,0,100,93.213836391616
"426",7,62,0,100,105.903161040077
"427",8,62,0,100,113.484360522205
"428",9,62,0,100,123.253619127808
"429",10,62,0,100,134.668712445351
"430",11,62,0,100,145.112515686245
"431",12,62,0,100,157.711706180834
"432",13,62,0,100,170.519343734941
"433",14,62,0,100,184.238732856381
"434",15,62,0,100,201.153497855861
"435",2,64,0,100,33.7365990220996
"436",3,64,0,100,54.6708707401473
"437",4,64,0,100,69.2196551583531
"438",5,64,0,100,83.2076389307573
"439",6,64,0,100,92.1153521102487
"440",7,64,0,100,104.262677258442
"441",8,64,0,100,113.570624832662
"442",9,64,0,100,124.044365179342
"443",10,64,0,100,136.236506026575
"444",11,64,0,100,146.197318648163
"445",12,64,0,100,157.662981911809
"446",13,64,0,100,170.618953935517
"447",14,64,0,100,185.380562050164
"448",15,64,0,100,201.765479908575
"449",2,66,0,100,32.8442821835353
"450",3,66,0,100,54.9447976909049
"451",4,66,0,100,67.3863752345698
"452",5,66,0,100,80.9475921501422
"453",6,66,0,100,92.1416927657504
"454",7,66,0,100,102.240736505909
"455",8,66,0,100,114.797021568975
"456",9,66,0,100,123.467773583253
"457",10,66,0,100,132.59907103938
"458",11,66,0,100,143.755966073216
"459",12,66,0,100,156.53007914736
"460",13,66,0,100,170.901189114282
"461",14,66,0,100,184.781883776299
"462",15,66,0,100,200.987060615985
"463",2,68,0,100,33.4771124633916
"464",3,68,0,100,54.0945481358891
"465",4,68,0,100,69.2032970309206
"466",5,68,0,100,82.908400008395
"467",6,68,0,100,90.4140174391164
"468",7,68,0,100,101.09390234889
"469",8,68,0,100,115.053598229668
"470",9,68,0,100,125.886320325098
"471",10,68,0,100,135.373413735811
"472",11,68,0,100,146.97584117597
"473",12,68,0,100,159.039810770836
"474",13,68,0,100,170.160933684679
"475",14,68,0,100,184.671385103541
"476",15,68,0,100,201.809781615599
"477",2,70,0,100,32.8759659104245
"478",3,70,0,100,54.9442245575438
"479",4,70,0,100,66.1660910451466
"480",5,70,0,100,79.5912328190321
"481",6,70,0,100,92.270678173242
"482",7,70,0,100,103.685627754596
"483",8,70,0,100,114.479541719955
"484",9,70,0,100,125.657104877503
"485",10,70,0,100,136.326734903416
"486",11,70,0,100,147.331572371019
"487",12,70,0,100,159.688538974591
"488",13,70,0,100,171.635776738163
"489",14,70,0,100,185.859531762753
"490",15,70,0,100,203.441234550048
"491",2,72,0,100,32.9548220638808
"492",3,72,0,100,54.9162966834691
"493",4,72,0,100,70.5103763635743
"494",5,72,0,100,78.351363251613
"495",6,72,0,100,91.2261035433722
"496",7,72,0,100,101.418340106468
"497",8,72,0,100,113.927287704397
"498",9,72,0,100,123.966127094698
"499",10,72,0,100,135.017216250017
"500",11,72,0,100,145.334700321384
"501",12,72,0,100,154.619756490066
"502",13,72,0,100,168.943187867126
"503",14,72,0,100,184.703672856594
"504",15,72,0,100,201.278947096508
"505",2,74,0,100,34.0298184773543
"506",3,74,0,100,54.8007605544255
"507",4,74,0,100,69.3180127263173
"508",5,74,0,100,81.5706113097944
"509",6,74,0,100,90.2665284843777
"510",7,74,0,100,102.220367902931
"511",8,74,0,100,114.098041429819
"512",9,74,0,100,122.730824835102
"513",10,74,0,100,134.857091571956
"514",11,74,0,100,143.962469135427
"515",12,74,0,100,156.196764815309
"516",13,74,0,100,170.999192199822
"517",14,74,0,100,184.100412193094
"518",15,74,0,100,199.804418892238
"519",2,76,0,100,34.0542016079108
"520",3,76,0,100,54.275366677285
"521",4,76,0,100,70.8528725412767
"522",5,76,0,100,83.2263618025659
"523",6,76,0,100,94.4938042921577
"524",7,76,0,100,102.253424488974
"525",8,76,0,100,111.265998347739
"526",9,76,0,100,121.479331349841
"527",10,76,0,100,131.889379824009
"528",11,76,0,100,141.706978116754
"529",12,76,0,100,153.639362586574
"530",13,76,0,100,167.501125363245
"531",14,76,0,100,182.409648661399
"532",15,76,0,100,199.122600611569
"533",2,78,0,100,32.4542501679361
"534",3,78,0,100,54.9683061915023
"535",4,78,0,100,67.1307985620053
"536",5,78,0,100,82.7594881846481
"537",6,78,0,100,89.6956585252784
"538",7,78,0,100,102.90094980396
"539",8,78,0,100,112.59775863853
"540",9,78,0,100,123.956688055209
"541",10,78,0,100,134.632747690577
"542",11,78,0,100,145.680271571862
"543",12,78,0,100,156.863532173033
"544",13,78,0,100,169.798028397296
"545",14,78,0,100,183.966978350157
"546",15,78,0,100,200.859301761136
"547",2,80,0,100,34.0698159920994
"548",3,80,0,100,54.645516929032
"549",4,80,0,100,70.4636615512181
"550",5,80,0,100,82.6542577869275
"551",6,80,0,100,93.5341254363074
"552",7,80,0,100,103.651468987688
"553",8,80,0,100,113.347798377709
"554",9,80,0,100,126.413619775456
"555",10,80,0,100,135.928141857841
"556",11,80,0,100,144.908707515307
"557",12,80,0,100,157.383489639771
"558",13,80,0,100,170.844438345522
"559",14,80,0,100,185.576435329087
"560",15,80,0,100,203.058641265569
"561",2,82,0,100,31.7058826728741
"562",3,82,0,100,54.7882534402432
"563",4,82,0,100,70.254754993373
"564",5,82,0,100,82.4310743062756
"565",6,82,0,100,91.7178836441978
"566",7,82,0,100,101.917749910378
"567",8,82,0,100,113.884924440111
"568",9,82,0,100,123.622314320867
"569",10,82,0,100,135.250657774331
"570",11,82,0,100,144.709888081508
"571",12,82,0,100,156.978555032201
"572",13,82,0,100,169.258720978886
"573",14,82,0,100,183.520628726409
"574",15,82,0,100,200.080885708657
"575",2,84,0,100,34.0541623164206
"576",3,84,0,100,55.03539202256
"577",4,84,0,100,67.3030055425325
"578",5,84,0,100,79.1146661637051
"579",6,84,0,100,87.3391949284903
"580",7,84,0,100,99.2214243248943
"581",8,84,0,100,110.538639233563
"582",9,84,0,100,120.240101740338
"583",10,84,0,100,131.514795328732
"584",11,84,0,100,142.103184431728
"585",12,84,0,100,155.514450296244
"586",13,84,0,100,168.341353031111
"587",14,84,0,100,183.647605929754
"588",15,84,0,100,200.407553501047
"589",2,86,0,100,34.0663118192573
"590",3,86,0,100,54.9668227930274
"591",4,86,0,100,70.577191236373
"592",5,86,0,100,80.1160208357042
"593",6,86,0,100,92.8515895107186
"594",7,86,0,100,103.009840742324
"595",8,86,0,100,113.319481158511
"596",9,86,0,100,123.752470932525
"597",10,86,0,100,134.033527399945
"598",11,86,0,100,145.314664729397
"599",12,86,0,100,157.509503768073
"600",13,86,0,100,171.291253797816
"601",14,86,0,100,185.327987123294
"602",15,86,0,100,202.96606843004
"603",2,88,0,100,34.0744837081521
"604",3,88,0,100,54.9009013170983
"605",4,88,0,100,69.8338371798991
"606",5,88,0,100,83.9903189231608
"607",6,88,0,100,95.1890837422387
"608",7,88,0,100,105.011917632564
"609",8,88,0,100,115.046408389517
"610",9,88,0,100,123.300631815149
"611",10,88,0,100,133.14926065953
"612",11,88,0,100,144.985845569909
"613",12,88,0,100,155.263114535555
"614",13,88,0,100,167.566744991842
"615",14,88,0,100,182.940395909845
"616",15,88,0,100,199.966537026493
"617",2,90,0,100,33.3866611472044
"618",3,90,0,100,54.6851987641511
"619",4,90,0,100,65.2175126267163
"620",5,90,0,100,80.8574030181676
"621",6,90,0,100,92.5734665923625
"622",7,90,0,100,103.913698691031
"623",8,90,0,100,113.774441311943
"624",9,90,0,100,123.666600013446
"625",10,90,0,100,134.93472054532
"626",11,90,0,100,145.646010105391
"627",12,90,0,100,156.883288319116
"628",13,90,0,100,169.899872705859
"629",14,90,0,100,183.654182610349
"630",15,90,0,100,199.316701417837
"631",2,92,0,100,34.0666284059101
"632",3,92,0,100,54.721152217958
"633",4,92,0,100,68.9293576100807
"634",5,92,0,100,80.5385592352471
"635",6,92,0,100,89.8458842632127
"636",7,92,0,100,102.748909706097
"637",8,92,0,100,112.797218126465
"638",9,92,0,100,122.338121528649
"639",10,92,0,100,133.087588523084
"640",11,92,0,100,143.592259176994
"641",12,92,0,100,157.67244325535
"642",13,92,0,100,170.882884267114
"643",14,92,0,100,185.804833902757
"644",15,92,0,100,203.041727297321
"645",2,94,0,100,34.0569659801098
"646",3,94,0,100,54.428664127231
"647",4,94,0,100,70.6290712197482
"648",5,94,0,100,83.4796446435152
"649",6,94,0,100,94.5423000654401
"650",7,94,0,100,103.033645198067
"651",8,94,0,100,114.862416834942
"652",9,94,0,100,123.688703054635
"653",10,94,0,100,135.578144711738
"654",11,94,0,100,145.142585729451
"655",12,94,0,100,156.876462158308
"656",13,94,0,100,168.841257772692
"657",14,94,0,100,183.562994080508
"658",15,94,0,100,201.230002571395
"659",2,96,0,100,33.9930885362635
"660",3,96,0,100,55.0566604014085
"661",4,96,0,100,69.6321317910947
"662",5,96,0,100,80.4513954463791
"663",6,96,0,100,93.6047469347832
"664",7,96,0,100,103.978661412617
"665",8,96,0,100,113.564269781867
"666",9,96,0,100,125.655825990614
"667",10,96,0,100,135.169448081739
"668",11,96,0,100,146.535466571439
"669",12,96,0,100,158.118197579873
"670",13,96,0,100,170.939859273919
"671",14,96,0,100,185.305081285162
"672",15,96,0,100,203.048906385292
"673",2,98,0,100,33.9302370948809
"674",3,98,0,100,54.1100642260634
"675",4,98,0,100,68.6921479529525
"676",5,98,0,100,81.6504355754604
"677",6,98,0,100,94.9462186715394
"678",7,98,0,100,104.216542677852
"679",8,98,0,100,113.83473989925
"680",9,98,0,100,124.302621825335
"681",10,98,0,100,136.087101170976
"682",11,98,0,100,145.510924043862
"683",12,98,0,100,158.264768454759
"684",13,98,0,100,170.395978758735
"685",14,98,0,100,185.315735428531
"686",15,98,0,100,202.785008936658
"687",2,100,0,100,33.8874060215837
"688",3,100,0,100,55.0646197328403
"689",4,100,0,100,68.7517069167661
"690",5,100,0,100,81.228271250952
"691",6,100,0,100,88.6834504938426
"692",7,100,0,100,97.6218259008117
"693",8,100,0,100,113.980375196924
"694",9,100,0,100,123.640808117405
"695",10,100,0,100,131.053884310971
"696",11,100,0,100,144.784148545389
"697",12,100,0,100,156.688967584442
"698",13,100,0,100,169.472712214521
"699",14,100,0,100,185.115449487831
"700",15,100,0,100,203.232889331972
"701",2,102,0,100,33.9758709267367
"702",3,102,0,100,54.6036383002074
"703",4,102,0,100,70.8906694371127
"704",5,102,0,100,83.2474718741215
"705",6,102,0,100,92.4660011279384
"706",7,102,0,100,104.129602582568
"707",8,102,0,100,114.156579882076
"708",9,102,0,100,123.665065278553
"709",10,102,0,100,133.534014947399
"710",11,102,0,100,144.941396621035
"711",12,102,0,100,156.866063771704
"712",13,102,0,100,169.351085552798
"713",14,102,0,100,184.209668349915
"714",15,102,0,100,201.044044864054
"715",2,104,0,100,33.4788580718684
"716",3,104,0,100,55.0871678387389
"717",4,104,0,100,69.6539488122444
"718",5,104,0,100,80.4029100726666
"719",6,104,0,100,90.6667152135022
"720",7,104,0,100,103.161557529251
"721",8,104,0,100,113.383292169506
"722",9,104,0,100,122.658826646782
"723",10,104,0,100,134.530215131519
"724",11,104,0,100,144.688301837018
"725",12,104,0,100,154.647930094674
"726",13,104,0,100,170.186009051412
"727",14,104,0,100,183.280352474669
"728",15,104,0,100,200.285664736185
"729",2,106,0,100,31.892287429697
"730",3,106,0,100,54.5183651193847
"731",4,106,0,100,68.3689455608437
"732",5,106,0,100,79.3166557928082
"733",6,106,0,100,93.360065145854
"734",7,106,0,100,104.356032227059
"735",8,106,0,100,114.089459149826
"736",9,106,0,100,123.839940003791
"737",10,106,0,100,134.864219864887
"738",11,106,0,100,145.804911699263
"739",12,106,0,100,157.74158265985
"740",13,106,0,100,169.957136461257
"741",14,106,0,100,184.01782426499
"742",15,106,0,100,201.91774223465
"743",2,108,0,100,32.8231688066182
"744",3,108,0,100,54.404779464855
"745",4,108,0,100,67.7675250527908
"746",5,108,0,100,80.298421137641
"747",6,108,0,100,92.9265802659379
"748",7,108,0,100,104.815858336236
"749",8,108,0,100,115.23654330991
"750",9,108,0,100,126.197718979977
"751",10,108,0,100,136.357931790033
"752",11,108,0,100,144.683481271171
"753",12,108,0,100,156.970481549153
"754",13,108,0,100,170.675384439035
"755",14,108,0,100,185.699373594775
"756",15,108,0,100,202.065854838729
"757",2,110,0,100,33.301646132071
"758",3,110,0,100,54.5846737690399
"759",4,110,0,100,70.0982559849221
"760",5,110,0,100,80.9016712495361
"761",6,110,0,100,89.7192790256177
"762",7,110,0,100,101.678232853099
"763",8,110,0,100,114.0886066833
"764",9,110,0,100,124.062305660584
"765",10,110,0,100,135.576710854286
"766",11,110,0,100,146.419260265348
"767",12,110,0,100,157.376880780418
"768",13,110,0,100,170.129088150101
"769",14,110,0,100,185.252207074993
"770",15,110,0,100,201.764245122278
"771",2,112,0,100,34.0281331403382
"772",3,112,0,100,54.4880603698295
"773",4,112,0,100,67.038589301982
"774",5,112,0,100,83.6140563267179
"775",6,112,0,100,94.3985142993207
"776",7,112,0,100,101.728680580773
"777",8,112,0,100,111.608603762135
"778",9,112,0,100,122.421888670755
"779",10,112,0,100,134.110590210428
"780",11,112,0,100,145.21385927537
"781",12,112,0,100,156.951239565046
"782",13,112,0,100,169.272339588762
"783",14,112,0,100,184.11129068364
"784",15,112,0,100,201.695752042137
"785",2,114,0,100,33.4118573803838
"786",3,114,0,100,54.0504874897183
"787",4,114,0,100,67.0184412802256
"788",5,114,0,100,80.2030698547007
"789",6,114,0,100,92.9444362424791
"790",7,114,0,100,101.950007327724
"791",8,114,0,100,111.988921480584
"792",9,114,0,100,124.674542351589
"793",10,114,0,100,134.451055203877
"794",11,114,0,100,145.574392809846
"795",12,114,0,100,157.297572156935
"796",13,114,0,100,169.983747411026
"797",14,114,0,100,185.398490650572
"798",15,114,0,100,203.041501755284
"799",2,116,0,100,33.214096647688
"800",3,116,0,100,54.4723636796178
"801",4,116,0,100,67.9066140846767
"802",5,116,0,100,77.167396252122
"803",6,116,0,100,90.4045779218557
"804",7,116,0,100,104.445151457629
"805",8,116,0,100,114.436601812519
"806",9,116,0,100,123.095719369018
"807",10,116,0,100,134.162369229108
"808",11,116,0,100,145.478403708582
"809",12,116,0,100,157.260108796981
"810",13,116,0,100,170.408329166063
"811",14,116,0,100,185.407056999025
"812",15,116,0,100,202.280983991992
"813",2,118,0,100,33.9237954559196
"814",3,118,0,100,54.9088769834442
"815",4,118,0,100,70.6772129130824
"816",5,118,0,100,80.4412080796139
"817",6,118,0,100,94.4452543539488
"818",7,118,0,100,103.50321071708
"819",8,118,0,100,113.145889115269
"820",9,118,0,100,123.427686430268
"821",10,118,0,100,133.532932221129
"822",11,118,0,100,145.621256907112
"823",12,118,0,100,157.671330257239
"824",13,118,0,100,170.734463563626
"825",14,118,0,100,185.213271572806
"826",15,118,0,100,202.054850177034
"827",2,120,0,100,34.0416947003388
"828",3,120,0,100,54.7017515253772
"829",4,120,0,100,69.5634186316371
"830",5,120,0,100,81.465805988798
"831",6,120,0,100,91.8997296180676
"832",7,120,0,100,104.560901374476
"833",8,120,0,100,115.536663157531
"834",9,120,0,100,126.446175049837
