"","loglik","k","seed","cpts","nit"
"525",-79001.0102960254,11,2,0,100
"526",-65082.5607840698,11,2,0,100
"527",-60074.5929114184,11,2,0,100
"528",-76931.1102378029,11,2,0,100
"529",-53735.9179996386,11,2,0,100
"530",-33808.3621932486,11,2,0,100
"531",-76115.3381610208,11,2,0,100
"532",-50439.1298582641,11,2,0,100
"533",-58657.4384053618,11,2,0,100
"534",-65524.4597717596,11,2,0,100
"535",-47636.4815634132,11,2,0,100
"536",-70841.2816889173,11,2,0,100
"537",-57745.3773328564,11,2,0,100
"538",-71523.1431023151,11,2,0,100
"539",-76135.0805946655,11,2,0,100
"540",-62005.7318285107,11,2,0,100
"541",-49480.6311594103,11,2,0,100
"542",-50764.3629891488,11,2,0,100
"543",-88287.2305228021,11,2,0,100
"544",-64563.1986641267,11,2,0,100
"545",-75444.4914307849,11,2,0,100
"546",-69955.1422531799,11,2,0,100
"547",-69229.5259523485,11,2,0,100
"548",-68934.8019579843,11,2,0,100
"549",-57130.8048870852,11,2,0,100
"550",-71221.1726099774,11,2,0,100
"551",-58503.4462309733,11,2,0,100
"552",-77856.628083198,11,2,0,100
"553",-61420.4319111628,11,2,0,100
"554",-54495.8640873173,11,2,0,100
"555",-51141.2053346727,11,2,0,100
"556",-61845.8270136597,11,2,0,100
"557",-70846.2764324843,11,2,0,100
"558",-64559.8024862405,11,2,0,100
"559",-53410.0977458095,11,2,0,100
"560",-82520.8481207341,11,2,0,100
"561",-89707.8057539343,11,2,0,100
"562",-82850.2281667279,11,2,0,100
"563",-57294.3413609016,11,2,0,100
"564",-62161.4875118007,11,2,0,100
"565",-52310.7920064163,11,2,0,100
"566",-54772.2411151781,11,2,0,100
"567",-63001.7931163101,11,2,0,100
"568",-47729.3704329288,11,2,0,100
"569",-50892.1339674713,11,2,0,100
"570",-80144.0904921773,11,2,0,100
"571",-81840.8071330067,11,2,0,100
"572",-68735.5174915715,11,2,0,100
"573",-55356.927679778,11,2,0,100
"574",-55050.4281424989,11,2,0,100
"575",-73457.5245793762,11,2,0,100
"576",-62091.924071462,11,2,0,100
"577",-59860.2462313593,11,2,0,100
"578",-67773.6262104794,11,2,0,100
"579",-67844.9093090526,11,2,0,100
"580",-77929.1035991902,11,2,0,100
"581",-45532.2782020214,11,2,0,100
"582",-59425.9785722291,11,2,0,100
"583",-71790.5303754287,11,2,0,100
"584",-51711.6026048515,11,2,0,100
"585",-74584.7990753032,11,2,0,100
"586",-67175.485363441,11,2,0,100
"587",-89927.6700806939,11,2,0,100
"588",-69340.8284623235,11,2,0,100
"589",-82575.6472765453,11,2,0,100
"590",-67439.6693507312,11,2,0,100
"591",-80208.8856185464,11,2,0,100
"592",-70597.1461834777,11,2,0,100
"593",-52409.583391835,11,2,0,100
"594",-57579.469400984,11,2,0,100
"595",-67820.4997754923,11,2,0,100
"596",-61861.9230640727,11,2,0,100
"597",-63334.2807394856,11,2,0,100
"598",-65434.9548018341,11,2,0,100
"599",-53441.1059715791,11,2,0,100
"600",-54903.8983143942,11,2,0,100
"601",-52561.42764232,12,2,0,100
"602",-73850.387553766,12,2,0,100
"603",-67725.1069666575,12,2,0,100
"604",-70025.4839182986,12,2,0,100
"605",-58756.5332854015,12,2,0,100
"606",-65561.422859903,12,2,0,100
"607",-57823.2651107071,12,2,0,100
"608",-52939.4814827252,12,2,0,100
"609",-55575.8543688647,12,2,0,100
"610",-60051.5844102503,12,2,0,100
"611",-73611.2967456368,12,2,0,100
"612",-67638.7025927189,12,2,0,100
"613",-52371.6885552402,12,2,0,100
"614",-72164.0710561073,12,2,0,100
"615",-62811.8764838854,12,2,0,100
"616",-62333.573854659,12,2,0,100
"617",-69021.7791966096,12,2,0,100
"618",-55465.6794426005,12,2,0,100
"619",-79786.8172128326,12,2,0,100
"620",-64561.8891541676,12,2,0,100
"621",-72790.3122806504,12,2,0,100
"622",-57366.4716717157,12,2,0,100
"623",-66194.8460822819,12,2,0,100
"624",-59766.9215332384,12,2,0,100
"625",-71011.2282812874,12,2,0,100
"626",-48795.0384437456,12,2,0,100
"627",-57769.1869636154,12,2,0,100
"628",-46779.0111091279,12,2,0,100
"629",-60217.4016014796,12,2,0,100
"630",-59689.3312584905,12,2,0,100
"631",-66323.3405529576,12,2,0,100
"632",-75824.0536957942,12,2,0,100
"633",-71175.4472355074,12,2,0,100
"634",-49449.527177483,12,2,0,100
"635",-96283.4211050633,12,2,0,100
"636",-72151.8906343103,12,2,0,100
"637",-58928.0266413687,12,2,0,100
"638",-56706.3686858815,12,2,0,100
"639",-68977.0492645053,12,2,0,100
"640",-63096.8959358094,12,2,0,100
"641",-50330.5236946075,12,2,0,100
"642",-60099.9859708599,12,2,0,100
"643",-61304.2171347054,12,2,0,100
"644",-57723.8881623106,12,2,0,100
"645",-57206.7733551752,12,2,0,100
"646",-74375.6750190241,12,2,0,100
"647",-47484.6088169252,12,2,0,100
"648",-73723.5550821783,12,2,0,100
"649",-68466.461527294,12,2,0,100
"650",-60158.5011018572,12,2,0,100
"651",-54122.8677891838,12,2,0,100
"652",-64651.2663632672,12,2,0,100
"653",-63356.9924106958,12,2,0,100
"654",-49511.0690320968,12,2,0,100
"655",-51607.7003763328,12,2,0,100
"656",-59748.191857259,12,2,0,100
"657",-73201.7014932276,12,2,0,100
"658",-68421.0803219566,12,2,0,100
"659",-40821.9590399428,12,2,0,100
"660",-54078.1025496383,12,2,0,100
"661",-53438.656932308,12,2,0,100
"662",-66881.5514302598,12,2,0,100
"663",-48085.0075307914,12,2,0,100
"664",-51889.9608965251,12,2,0,100
"665",-45772.1632279078,12,2,0,100
"666",-60295.2101754146,12,2,0,100
"667",-84598.6590905282,12,2,0,100
"668",-60025.0100545361,12,2,0,100
"669",-49337.5354594476,12,2,0,100
"670",-55206.6439799293,12,2,0,100
"671",-57050.3060918978,12,2,0,100
"672",-66449.3360233633,12,2,0,100
"673",-53468.4668162317,12,2,0,100
"674",-50854.8711331219,12,2,0,100
"675",-56602.1145875969,12,2,0,100
"676",-70852.070499789,12,2,0,100
"677",-53554.3627921953,12,2,0,100
"678",-59983.2665772065,12,2,0,100
"679",-50600.3680493841,12,2,0,100
"680",-50221.709577614,12,2,0,100
"681",-61688.2356700661,12,2,0,100
"682",-63550.571276847,12,2,0,100
"683",-72846.3156133425,12,2,0,100
"684",-85124.7900427541,12,2,0,100
"685",-73507.7711264889,12,2,0,100
"686",-79812.8717483264,12,2,0,100
"687",-48417.0473199276,12,2,0,100
"688",-51679.0749271455,12,2,0,100
"689",-68030.9188619416,12,2,0,100
"690",-55690.7793273666,12,2,0,100
"691",-77779.295197348,12,2,0,100
"692",-75777.1756687228,12,2,0,100
"693",-62304.1376384834,12,2,0,100
"694",-88447.4824184737,12,2,0,100
"695",-66786.9227090842,12,2,0,100
"696",-60984.6953331384,12,2,0,100
"697",-92796.6905751199,12,2,0,100
"698",-84982.9085997881,12,2,0,100
"699",-81064.2458491546,12,2,0,100
