"","loglik","k","seed","cpts","nit"
"3196",-18102.4603087742,3,8,0,100
"3197",-20025.3560230869,3,8,0,100
"3198",-18639.3740390881,3,8,0,100
"3199",-17794.3583103357,3,8,0,100
"3200",-18472.9374624043,3,8,0,100
"3201",-21156.8680105801,4,8,0,100
"3202",-24915.3697368893,4,8,0,100
"3203",-24434.7885331762,4,8,0,100
"3204",-27031.6964597652,4,8,0,100
"3205",-25915.2123145003,4,8,0,100
"3206",-23118.2356203706,4,8,0,100
"3207",-26021.9743541118,4,8,0,100
"3208",-22015.3965113345,4,8,0,100
"3209",-27990.8612911173,4,8,0,100
"3210",-29120.2258274504,4,8,0,100
"3211",-26798.4916103553,4,8,0,100
"3212",-26310.4057148709,4,8,0,100
"3213",-23873.5635270416,4,8,0,100
"3214",-24061.3434906274,4,8,0,100
"3215",-25445.0703571214,4,8,0,100
"3216",-26565.2064779897,4,8,0,100
"3217",-21937.938305501,4,8,0,100
"3218",-24722.110366373,4,8,0,100
"3219",-27801.683359745,4,8,0,100
"3220",-27968.3921813406,4,8,0,100
"3221",-26374.4309670594,4,8,0,100
"3222",-26972.5505610621,4,8,0,100
"3223",-23614.8693329831,4,8,0,100
"3224",-20479.0478008048,4,8,0,100
"3225",-27053.9587358447,4,8,0,100
"3226",-23923.1248281377,4,8,0,100
"3227",-23618.0248729657,4,8,0,100
"3228",-21027.0333599281,4,8,0,100
"3229",-23268.2674148853,4,8,0,100
"3230",-25048.5720963035,4,8,0,100
"3231",-23708.7881119587,4,8,0,100
"3232",-24774.9453460346,4,8,0,100
"3233",-24606.8359617343,4,8,0,100
"3234",-23299.4831663905,4,8,0,100
"3235",-25011.4256412098,4,8,0,100
"3236",-24189.8190777543,4,8,0,100
"3237",-31198.8390643026,4,8,0,100
"3238",-20610.9564469214,4,8,0,100
"3239",-24377.3373448929,4,8,0,100
"3240",-23796.1157549856,4,8,0,100
"3241",-23728.7030908813,4,8,0,100
"3242",-24313.8465298823,4,8,0,100
"3243",-22282.9413753934,4,8,0,100
"3244",-22193.7332553489,4,8,0,100
"3245",-22646.4076803101,4,8,0,100
"3246",-23191.3640167882,4,8,0,100
"3247",-27748.4220462183,4,8,0,100
"3248",-21485.6819890381,4,8,0,100
"3249",-26877.3532475672,4,8,0,100
"3250",-26131.217012289,4,8,0,100
"3251",-19294.0925154033,4,8,0,100
"3252",-26114.894190565,4,8,0,100
"3253",-21646.8324532346,4,8,0,100
"3254",-23841.3065075144,4,8,0,100
"3255",-26242.3661870359,4,8,0,100
"3256",-23911.8873576542,4,8,0,100
"3257",-26173.6481320055,4,8,0,100
"3258",-27058.7489590435,4,8,0,100
"3259",-22913.5390132685,4,8,0,100
"3260",-25364.1897800315,4,8,0,100
"3261",-21603.7431912713,4,8,0,100
"3262",-21764.412981238,4,8,0,100
"3263",-24123.1682560173,4,8,0,100
"3264",-26444.0854977942,4,8,0,100
"3265",-21992.2147903982,4,8,0,100
"3266",-18484.5823941556,4,8,0,100
"3267",-22386.3507966247,4,8,0,100
"3268",-28198.4652634877,4,8,0,100
"3269",-22503.1502391586,4,8,0,100
"3270",-24726.5581935291,4,8,0,100
"3271",-26078.2832009523,4,8,0,100
"3272",-23441.4048128545,4,8,0,100
"3273",-19471.6297777467,4,8,0,100
"3274",-25110.9001124617,4,8,0,100
"3275",-19816.5244997346,4,8,0,100
"3276",-24761.1131683119,4,8,0,100
"3277",-21495.6701514193,4,8,0,100
"3278",-23354.1468990063,4,8,0,100
"3279",-23542.9731181111,4,8,0,100
"3280",-22779.208189691,4,8,0,100
"3281",-19097.9661838757,4,8,0,100
"3282",-24917.4357716645,4,8,0,100
"3283",-26259.5538840521,4,8,0,100
"3284",-24133.9260982871,4,8,0,100
"3285",-25669.2658399951,4,8,0,100
"3286",-22943.2485526685,4,8,0,100
"3287",-22987.2058732507,4,8,0,100
"3288",-23649.326899874,4,8,0,100
"3289",-19081.8114572026,4,8,0,100
"3290",-25335.4555266504,4,8,0,100
"3291",-26636.1081967286,4,8,0,100
"3292",-23004.015255469,4,8,0,100
"3293",-26342.8506045574,4,8,0,100
"3294",-19528.578435686,4,8,0,100
"3295",-24387.5249246481,4,8,0,100
"3296",-23451.5723020636,4,8,0,100
"3297",-21132.3410745778,4,8,0,100
"3298",-21448.0897799755,4,8,0,100
"3299",-20964.1477706333,4,8,0,100
"3300",-25444.9837081447,4,8,0,100
"3301",-31258.6610923135,5,8,0,100
"3302",-28664.8444689,5,8,0,100
"3303",-24847.0774724469,5,8,0,100
"3304",-29657.4511374803,5,8,0,100
"3305",-29045.7763452298,5,8,0,100
"3306",-25636.7458837443,5,8,0,100
"3307",-29281.7478849139,5,8,0,100
"3308",-26142.5238369088,5,8,0,100
"3309",-22743.1649186175,5,8,0,100
"3310",-26163.9635635088,5,8,0,100
"3311",-31066.4439687198,5,8,0,100
"3312",-26280.0922818057,5,8,0,100
"3313",-25327.2243092535,5,8,0,100
"3314",-26510.053806861,5,8,0,100
"3315",-26480.0762724165,5,8,0,100
"3316",-23237.7833442596,5,8,0,100
"3317",-26707.809338122,5,8,0,100
"3318",-29517.973425958,5,8,0,100
"3319",-25952.3514711846,5,8,0,100
"3320",-24419.9938233811,5,8,0,100
"3321",-24494.6804790465,5,8,0,100
"3322",-31977.2112891114,5,8,0,100
"3323",-26117.0544192699,5,8,0,100
"3324",-32275.4646297407,5,8,0,100
"3325",-26814.9224371783,5,8,0,100
"3326",-25935.1035176695,5,8,0,100
"3327",-30881.8872000606,5,8,0,100
"3328",-25554.2911959321,5,8,0,100
"3329",-22272.0699950589,5,8,0,100
"3330",-26192.0245602754,5,8,0,100
"3331",-29195.2078684938,5,8,0,100
"3332",-29681.7990432969,5,8,0,100
"3333",-26147.7618672059,5,8,0,100
"3334",-28522.6320295674,5,8,0,100
"3335",-29470.1811116369,5,8,0,100
"3336",-29115.6090104979,5,8,0,100
"3337",-23522.2861387692,5,8,0,100
"3338",-32232.795002597,5,8,0,100
"3339",-29443.5874684412,5,8,0,100
"3340",-28191.8334066501,5,8,0,100
"3341",-25963.6617402997,5,8,0,100
"3342",-26467.0411047386,5,8,0,100
"3343",-28449.0614059666,5,8,0,100
"3344",-25688.680919591,5,8,0,100
"3345",-26787.4299834382,5,8,0,100
"3346",-30977.5772061476,5,8,0,100
"3347",-26003.2834681438,5,8,0,100
"3348",-25333.9878445883,5,8,0,100
"3349",-23885.7531453579,5,8,0,100
"3350",-23223.0917639971,5,8,0,100
"3351",-21877.9479196362,5,8,0,100
"3352",-22742.5545627702,5,8,0,100
"3353",-26842.4196918158,5,8,0,100
"3354",-26551.5817884404,5,8,0,100
"3355",-25664.4893527142,5,8,0,100
"3356",-25417.417004735,5,8,0,100
"3357",-27175.4488908438,5,8,0,100
"3358",-28661.3338265816,5,8,0,100
"3359",-28537.2310555755,5,8,0,100
"3360",-22445.5574168385,5,8,0,100
"3361",-25281.255730964,5,8,0,100
"3362",-32406.842581205,5,8,0,100
"3363",-26345.8391058827,5,8,0,100
"3364",-29237.4369335883,5,8,0,100
"3365",-25354.073725188,5,8,0,100
"3366",-29137.9343124118,5,8,0,100
"3367",-28933.0283875846,5,8,0,100
"3368",-24458.2588257648,5,8,0,100
"3369",-23883.3814079226,5,8,0,100
"3370",-30613.6135003091,5,8,0,100
"3371",-22032.6433060245,5,8,0,100
"3372",-30542.8705450841,5,8,0,100
"3373",-27782.1483872426,5,8,0,100
"3374",-29326.9281586854,5,8,0,100
"3375",-28195.1938726539,5,8,0,100
"3376",-28004.9534811624,5,8,0,100
"3377",-27013.9099066509,5,8,0,100
"3378",-28372.2922007203,5,8,0,100
"3379",-25372.3573890947,5,8,0,100
"3380",-26985.1406499171,5,8,0,100
"3381",-31111.4997541491,5,8,0,100
"3382",-27048.5952728961,5,8,0,100
"3383",-25984.8246632401,5,8,0,100
"3384",-24812.7191723247,5,8,0,100
"3385",-26837.5631150765,5,8,0,100
"3386",-25699.8751451112,5,8,0,100
"3387",-23100.0070003377,5,8,0,100
"3388",-17947.5492709412,5,8,0,100
"3389",-26153.4727758676,5,8,0,100
"3390",-28578.4268104835,5,8,0,100
"3391",-26167.2418032201,5,8,0,100
"3392",-23933.9791813865,5,8,0,100
"3393",-24398.0119446863,5,8,0,100
"3394",-26740.4034200032,5,8,0,100
"3395",-27118.6641854333,5,8,0,100
"3396",-29315.663712628,5,8,0,100
"3397",-25760.2984527522,5,8,0,100
"3398",-27938.3697029635,5,8,0,100
"3399",-23330.7188689416,5,8,0,100
"3400",-23557.144282029,5,8,0,100
"3401",-62974.5166524746,10,8,0,100
"3402",-44700.7662107701,10,8,0,100
"3403",-46762.4624079943,10,8,0,100
"3404",-43112.7033638747,10,8,0,100
"3405",-52767.1945071607,10,8,0,100
"3406",-42846.4297762437,10,8,0,100
"3407",-45809.4243527508,10,8,0,100
"3408",-41955.5236770943,10,8,0,100
"3409",-30727.5593251141,10,8,0,100
"3410",-45771.0932339597,10,8,0,100
"3411",-44339.4228012999,10,8,0,100
"3412",-39381.3880460815,10,8,0,100
"3413",-35235.7398529172,10,8,0,100
"3414",-45867.1638843429,10,8,0,100
"3415",-43306.3975345667,10,8,0,100
"3416",-41356.9266691776,10,8,0,100
"3417",-49084.1998799443,10,8,0,100
"3418",-45346.1404093229,10,8,0,100
"3419",-42564.9872207501,10,8,0,100
"3420",-44064.1398608987,10,8,0,100
"3421",-49213.5629946411,10,8,0,100
"3422",-46340.0281930926,10,8,0,100
"3423",-42393.8953597735,10,8,0,100
"3424",-45278.5962619939,10,8,0,100
"3425",-46003.125871579,10,8,0,100
"3426",-54602.607262758,10,8,0,100
"3427",-40110.4140213714,10,8,0,100
"3428",-41142.5335422953,10,8,0,100
"3429",-38004.3546491726,10,8,0,100
"3430",-49244.7104539078,10,8,0,100
"3431",-46404.5306114887,10,8,0,100
"3432",-43102.42670452,10,8,0,100
"3433",-48808.1408364233,10,8,0,100
"3434",-45538.4433038826,10,8,0,100
"3435",-44358.6750743132,10,8,0,100
"3436",-36589.9195494585,10,8,0,100
"3437",-33844.1388063506,10,8,0,100
"3438",-42467.4287851495,10,8,0,100
"3439",-42087.5316586244,10,8,0,100
"3440",-41855.4745147654,10,8,0,100
"3441",-48027.3782706883,10,8,0,100
"3442",-42308.5163202809,10,8,0,100
"3443",-53407.2708707016,10,8,0,100
"3444",-38580.9569641373,10,8,0,100
"3445",-38460.5338937559,10,8,0,100
"3446",-50792.6912159175,10,8,0,100
"3447",-38578.3641846583,10,8,0,100
"3448",-58112.1731836999,10,8,0,100
"3449",-41925.638656315,10,8,0,100
"3450",-37724.411298662,10,8,0,100
"3451",-50168.0856131015,10,8,0,100
"3452",-41659.2737627712,10,8,0,100
"3453",-38776.9615093373,10,8,0,100
"3454",-36889.6168613892,10,8,0,100
"3455",-43719.5129449413,10,8,0,100
"3456",-45120.2014408408,10,8,0,100
"3457",-52277.4531812232,10,8,0,100
"3458",-47910.9199329273,10,8,0,100
"3459",-42986.3355809978,10,8,0,100
"3460",-43860.9803533486,10,8,0,100
"3461",-39091.5014562709,10,8,0,100
"3462",-42615.1663945116,10,8,0,100
"3463",-59447.9200229018,10,8,0,100
"3464",-60540.4587944078,10,8,0,100
"3465",-44193.0422750444,10,8,0,100
"3466",-51549.0475146737,10,8,0,100
"3467",-41087.577273411,10,8,0,100
"3468",-44187.7415990669,10,8,0,100
"3469",-35719.6691679842,10,8,0,100
"3470",-47284.2781598428,10,8,0,100
"3471",-42298.0989046851,10,8,0,100
"3472",-41537.366500396,10,8,0,100
"3473",-58874.2037997521,10,8,0,100
"3474",-39962.8033066121,10,8,0,100
"3475",-40803.2126563396,10,8,0,100
"3476",-44022.2910258683,10,8,0,100
"3477",-47268.9105813174,10,8,0,100
"3478",-46682.5004468163,10,8,0,100
"3479",-42671.9156794173,10,8,0,100
"3480",-44498.9916618788,10,8,0,100
"3481",-46971.7769046313,10,8,0,100
"3482",-45676.0483520391,10,8,0,100
"3483",-54720.9021795708,10,8,0,100
"3484",-54877.0233699386,10,8,0,100
"3485",-43653.4707946148,10,8,0,100
"3486",-53441.9360645283,10,8,0,100
"3487",-64620.546152279,10,8,0,100
"3488",-54902.4139187365,10,8,0,100
"3489",-47272.0171853592,10,8,0,100
"3490",-51103.4374903389,10,8,0,100
"3491",-54146.668322216,10,8,0,100
"3492",-37993.828812681,10,8,0,100
"3493",-43252.5089529123,10,8,0,100
"3494",-38965.3518306729,10,8,0,100
"3495",-41730.1400210976,10,8,0,100
"3496",-42227.505676174,10,8,0,100
"3497",-45472.81101603,10,8,0,100
"3498",-47805.1693036579,10,8,0,100
"3499",-33631.1779793058,10,8,0,100
"3500",-38609.8547634896,10,8,0,100
"3501",-66096.7116357754,11,8,0,100
"3502",-65484.8483498297,11,8,0,100
"3503",-53635.5683911643,11,8,0,100
"3504",-53402.1263696872,11,8,0,100
"3505",-74259.4047228929,11,8,0,100
"3506",-57221.5566048246,11,8,0,100
"3507",-53839.1612896957,11,8,0,100
"3508",-75096.5974200681,11,8,0,100
"3509",-47330.7112551916,11,8,0,100
"3510",-46112.6367957597,11,8,0,100
"3511",-46312.6334430117,11,8,0,100
"3512",-55633.0246315277,11,8,0,100
"3513",-83960.1822217235,11,8,0,100
"3514",-53184.3020895579,11,8,0,100
"3515",-57975.1662062281,11,8,0,100
"3516",-69797.1764691785,11,8,0,100
"3517",-43457.5348863259,11,8,0,100
"3518",-49169.9517792256,11,8,0,100
"3519",-46686.546301885,11,8,0,100
"3520",-57196.7739390338,11,8,0,100
"3521",-46698.4278077865,11,8,0,100
"3522",-62721.7692950317,11,8,0,100
"3523",-54998.5899423551,11,8,0,100
"3524",-83638.4755663508,11,8,0,100
"3525",-61474.7289041382,11,8,0,100
"3526",-55496.6548275203,11,8,0,100
"3527",-41250.5170667106,11,8,0,100
"3528",-46013.9535425973,11,8,0,100
"3529",-52902.4534692726,11,8,0,100
"3530",-66128.9230878901,11,8,0,100
"3531",-55694.0813516898,11,8,0,100
"3532",-63439.4119238347,11,8,0,100
"3533",-45641.5876856658,11,8,0,100
"3534",-44938.8628885068,11,8,0,100
"3535",-78239.7559359124,11,8,0,100
"3536",-65618.3125686009,11,8,0,100
"3537",-51285.8827134452,11,8,0,100
"3538",-51585.3988138082,11,8,0,100
"3539",-51029.745916152,11,8,0,100
"3540",-56581.71673861,11,8,0,100
"3541",-56798.9327283254,11,8,0,100
"3542",-52617.914556125,11,8,0,100
"3543",-68448.3066913442,11,8,0,100
"3544",-85252.5993023996,11,8,0,100
"3545",-52081.6599304849,11,8,0,100
"3546",-43674.9837185407,11,8,0,100
"3547",-60455.158687792,11,8,0,100
"3548",-56896.4808258268,11,8,0,100
"3549",-54688.107058652,11,8,0,100
"3550",-45719.3588104574,11,8,0,100
"3551",-52502.5192878758,11,8,0,100
"3552",-48187.4701478332,11,8,0,100
"3553",-57636.334472888,11,8,0,100
"3554",-49415.9606394364,11,8,0,100
"3555",-52642.9849701577,11,8,0,100
"3556",-52264.3345742161,11,8,0,100
"3557",-53427.4256135994,11,8,0,100
"3558",-62760.7604460543,11,8,0,100
"3559",-49988.0210162786,11,8,0,100
"3560",-55318.9862249225,11,8,0,100
"3561",-82654.5386528151,11,8,0,100
"3562",-55413.0918531469,11,8,0,100
"3563",-57119.034176282,11,8,0,100
"3564",-58891.9627534428,11,8,0,100
"3565",-51463.097716728,11,8,0,100
"3566",-60880.0978252807,11,8,0,100
"3567",-53151.3057418294,11,8,0,100
"3568",-51519.1988746484,11,8,0,100
"3569",-70153.1548677122,11,8,0,100
"3570",-51664.4369974389,11,8,0,100
"3571",-46991.4498056347,11,8,0,100
"3572",-54838.0734539462,11,8,0,100
"3573",-44009.0303705267,11,8,0,100
"3574",-51132.4052734065,11,8,0,100
"3575",-66919.8523422414,11,8,0,100
"3576",-61264.0418972633,11,8,0,100
"3577",-57421.5221935235,11,8,0,100
"3578",-62107.4791676985,11,8,0,100
"3579",-50953.4110921209,11,8,0,100
"3580",-38204.7618842001,11,8,0,100
"3581",-49286.8546192716,11,8,0,100
"3582",-56515.1463062689,11,8,0,100
"3583",-68038.401577241,11,8,0,100
"3584",-55567.3494468543,11,8,0,100
"3585",-53259.6307457154,11,8,0,100
"3586",-79449.548904117,11,8,0,100
"3587",-51951.2366293632,11,8,0,100
"3588",-51837.0262213571,11,8,0,100
"3589",-68544.6765480506,11,8,0,100
"3590",-47974.1083370325,11,8,0,100
"3591",-47072.8664471348,11,8,0,100
"3592",-58793.0431019518,11,8,0,100
"3593",-69191.7174685624,11,8,0,100
"3594",-64467.5577271429,11,8,0,100
"3595",-45344.2177011757,11,8,0,100
"3596",-81275.321081909,11,8,0,100
"3597",-52616.7717678809,11,8,0,100
"3598",-44688.0320334319,11,8,0,100
"3599",-54331.2128299988,11,8,0,100
"3600",-81421.1380757279,11,8,0,100
"3601",-49976.5912060889,12,8,0,100
"3602",-51700.0485726421,12,8,0,100
"3603",-49037.7965830597,12,8,0,100
"3604",-47216.0562532144,12,8,0,100
"3605",-68417.8416263882,12,8,0,100
"3606",-53766.4476627007,12,8,0,100
"3607",-71329.7605116506,12,8,0,100
"3608",-45420.5736146036,12,8,0,100
"3609",-45550.3832528104,12,8,0,100
"3610",-55034.5626726266,12,8,0,100
"3611",-46327.8158478569,12,8,0,100
"3612",-52700.7603101653,12,8,0,100
"3613",-43078.2041283159,12,8,0,100
"3614",-68326.3494879271,12,8,0,100
"3615",-60049.2498200677,12,8,0,100
"3616",-63574.8069137046,12,8,0,100
"3617",-61848.177115527,12,8,0,100
"3618",-78558.4943149182,12,8,0,100
"3619",-39160.9543789925,12,8,0,100
"3620",-46176.4129564686,12,8,0,100
"3621",-52863.2096944966,12,8,0,100
"3622",-42518.9056881958,12,8,0,100
"3623",-83636.1672266692,12,8,0,100
"3624",-74189.5092985727,12,8,0,100
"3625",-48966.0924233886,12,8,0,100
"3626",-46319.8216024809,12,8,0,100
"3627",-53468.6310622006,12,8,0,100
"3628",-84536.5320858903,12,8,0,100
"3629",-56507.3881662859,12,8,0,100
"3630",-43614.3631952065,12,8,0,100
"3631",-60285.2921639201,12,8,0,100
"3632",-43277.0170653789,12,8,0,100
"3633",-51735.0521049485,12,8,0,100
"3634",-56545.5234266852,12,8,0,100
"3635",-53343.7515202227,12,8,0,100
"3636",-56288.4555505974,12,8,0,100
"3637",-57616.7337871363,12,8,0,100
"3638",-42198.2321119741,12,8,0,100
"3639",-50833.3817989649,12,8,0,100
"3640",-66624.3211799441,12,8,0,100
"3641",-47691.8384519082,12,8,0,100
"3642",-80486.15531348,12,8,0,100
"3643",-44576.4790369251,12,8,0,100
"3644",-72075.5530918042,12,8,0,100
"3645",-59109.9085211728,12,8,0,100
"3646",-52723.6779159805,12,8,0,100
"3647",-74833.8898874713,12,8,0,100
"3648",-69881.690142567,12,8,0,100
"3649",-52615.4898937597,12,8,0,100
"3650",-49302.7462405634,12,8,0,100
"3651",-68310.0745643329,12,8,0,100
"3652",-44337.6572219556,12,8,0,100
"3653",-49596.5915988341,12,8,0,100
"3654",-67753.5206902584,12,8,0,100
"3655",-56447.3933822658,12,8,0,100
"3656",-57782.6116986711,12,8,0,100
"3657",-50411.6634118626,12,8,0,100
"3658",-55619.5833254278,12,8,0,100
"3659",-56000.6757019428,12,8,0,100
"3660",-53846.4477499065,12,8,0,100
"3661",-72760.4004790673,12,8,0,100
"3662",-54408.9967976588,12,8,0,100
"3663",-46946.665906276,12,8,0,100
"3664",-55221.0441209836,12,8,0,100
"3665",-53744.1422081671,12,8,0,100
"3666",-40059.9625933397,12,8,0,100
"3667",-53425.4090603917,12,8,0,100
"3668",-56359.1261426921,12,8,0,100
"3669",-80254.0395000082,12,8,0,100
"3670",-48566.8317183323,12,8,0,100
"3671",-75322.3567527564,12,8,0,100
"3672",-47120.7116814918,12,8,0,100
"3673",-52529.864410777,12,8,0,100
"3674",-57247.668376384,12,8,0,100
"3675",-52945.414298232,12,8,0,100
"3676",-53703.8290868793,12,8,0,100
"3677",-53122.7554568212,12,8,0,100
"3678",-84872.8337913818,12,8,0,100
"3679",-55324.5937127203,12,8,0,100
"3680",-59719.1450147929,12,8,0,100
"3681",-71233.3133505361,12,8,0,100
"3682",-68652.1691545549,12,8,0,100
"3683",-55587.3440355897,12,8,0,100
"3684",-57758.8021437951,12,8,0,100
"3685",-52845.1586397686,12,8,0,100
"3686",-53638.3658803853,12,8,0,100
"3687",-64483.7988030627,12,8,0,100
"3688",-52253.6389880346,12,8,0,100
"3689",-44653.4205301563,12,8,0,100
"3690",-57115.1475390619,12,8,0,100
"3691",-44671.0416634095,12,8,0,100
"3692",-52323.3029589507,12,8,0,100
"3693",-77063.0852366504,12,8,0,100
"3694",-65467.6217473824,12,8,0,100
"3695",-56718.9887998466,12,8,0,100
"3696",-62717.7467827815,12,8,0,100
"3697",-47065.489875628,12,8,0,100
"3698",-48635.6702017355,12,8,0,100
"3699",-54026.0872247746,12,8,0,100
"3700",-56099.1757176112,12,8,0,100
"3701",-62719.1406879205,13,8,0,100
"3702",-81596.7022831511,13,8,0,100
"3703",-42976.5485898293,13,8,0,100
"3704",-59907.2367997268,13,8,0,100
"3705",-62151.0492820192,13,8,0,100
"3706",-50806.7710031411,13,8,0,100
"3707",-63484.3719380444,13,8,0,100
"3708",-87141.3663602466,13,8,0,100
"3709",-55555.7480490513,13,8,0,100
"3710",-72584.965195339,13,8,0,100
"3711",-70019.5645182162,13,8,0,100
"3712",-51689.098114581,13,8,0,100
"3713",-107928.18607712,13,8,0,100
"3714",-70241.8021459191,13,8,0,100
"3715",-54285.4820398172,13,8,0,100
"3716",-86879.1501462125,13,8,0,100
"3717",-72669.6123800229,13,8,0,100
"3718",-56729.0368437421,13,8,0,100
"3719",-52211.3512436888,13,8,0,100
"3720",-91638.1596010665,13,8,0,100
"3721",-92577.3533909175,13,8,0,100
"3722",-54049.8681586708,13,8,0,100
"3723",-53621.9604786555,13,8,0,100
"3724",-73145.2908493903,13,8,0,100
"3725",-61688.9109748974,13,8,0,100
"3726",-51086.0441825198,13,8,0,100
"3727",-90980.4046230635,13,8,0,100
"3728",-60017.254793938,13,8,0,100
"3729",-49164.9356624145,13,8,0,100
"3730",-54595.6852349606,13,8,0,100
"3731",-72718.9581548375,13,8,0,100
"3732",-75217.3928967021,13,8,0,100
"3733",-74121.2302680498,13,8,0,100
"3734",-61435.8312170154,13,8,0,100
"3735",-97433.0410140654,13,8,0,100
"3736",-45034.1540957195,13,8,0,100
"3737",-87301.1907749093,13,8,0,100
"3738",-72919.909237162,13,8,0,100
"3739",-84068.8577938329,13,8,0,100
"3740",-55567.4282445684,13,8,0,100
"3741",-95650.4087950061,13,8,0,100
"3742",-69576.1179482848,13,8,0,100
"3743",-46657.9508398085,13,8,0,100
"3744",-59619.4666918498,13,8,0,100
"3745",-73386.0911509611,13,8,0,100
"3746",-71331.9506652629,13,8,0,100
"3747",-49841.1590881624,13,8,0,100
"3748",-78280.8235680888,13,8,0,100
"3749",-81216.9466964332,13,8,0,100
"3750",-57498.4946175967,13,8,0,100
"3751",-80292.4922165111,13,8,0,100
"3752",-60996.3192453567,13,8,0,100
"3753",-56290.9783682432,13,8,0,100
"3754",-92654.6343660177,13,8,0,100
"3755",-72372.9482214017,13,8,0,100
"3756",-75681.3863912603,13,8,0,100
"3757",-48506.7776819878,13,8,0,100
"3758",-76470.0726396572,13,8,0,100
"3759",-71750.5823869321,13,8,0,100
"3760",-65227.0431304002,13,8,0,100
"3761",-62730.7961941439,13,8,0,100
"3762",-83612.8887408498,13,8,0,100
"3763",-44513.5176320248,13,8,0,100
"3764",-83851.5659642274,13,8,0,100
"3765",-72588.3010491902,13,8,0,100
"3766",-75943.5630898254,13,8,0,100
"3767",-37408.59786175,13,8,0,100
"3768",-57167.716421059,13,8,0,100
"3769",-77980.359571282,13,8,0,100
"3770",-79390.1383054951,13,8,0,100
"3771",-80082.4690883148,13,8,0,100
"3772",-79282.8821110171,13,8,0,100
"3773",-79199.6213041319,13,8,0,100
"3774",-59073.6232757855,13,8,0,100
"3775",-80248.8151332354,13,8,0,100
"3776",-69838.5452827398,13,8,0,100
"3777",-67537.3965802476,13,8,0,100
"3778",-51225.8202377178,13,8,0,100
"3779",-81132.5184179747,13,8,0,100
"3780",-106033.908033031,13,8,0,100
"3781",-53457.1401862501,13,8,0,100
"3782",-60911.8218169018,13,8,0,100
"3783",-87557.1074426614,13,8,0,100
"3784",-75803.2886315343,13,8,0,100
"3785",-74840.7931361354,13,8,0,100
"3786",-59417.4761537086,13,8,0,100
"3787",-78379.4075230414,13,8,0,100
"3788",-83119.3468655213,13,8,0,100
"3789",-92060.9841421645,13,8,0,100
"3790",-48708.0986750235,13,8,0,100
"3791",-95010.3777903871,13,8,0,100
"3792",-79240.2456046087,13,8,0,100
"3793",-64581.2135592594,13,8,0,100
"3794",-63233.3241727943,13,8,0,100
"3795",-83242.2424731817,13,8,0,100
"3796",-58530.6436689359,13,8,0,100
"3797",-83514.6671736272,13,8,0,100
"3798",-78987.5128092391,13,8,0,100
"3799",-59898.181080859,13,8,0,100
"3800",-57494.7066860799,13,8,0,100
"3801",-85755.7751032954,14,8,0,100
"3802",-86688.510442284,14,8,0,100
"3803",-108736.66179699,14,8,0,100
"3804",-Inf,14,8,0,100
"3805",-Inf,14,8,0,100
"3806",-89533.3796575268,14,8,0,100
"3807",-97172.0765667787,14,8,0,100
"3808",-113653.082244592,14,8,0,100
"3809",-99689.9720294824,14,8,0,100
"3810",-100732.407967698,14,8,0,100
"3811",-103485.185724077,14,8,0,100
"3812",-129241.098460916,14,8,0,100
"3813",-83257.1546146392,14,8,0,100
"3814",-70839.0566536456,14,8,0,100
"3815",-57089.8980921466,14,8,0,100
"3816",-Inf,14,8,0,100
"3817",-Inf,14,8,0,100
"3818",-Inf,14,8,0,100
"3819",-Inf,14,8,0,100
"3820",-Inf,14,8,0,100
"3821",-120570.887551478,14,8,0,100
"3822",-Inf,14,8,0,100
"3823",-97413.1444270318,14,8,0,100
"3824",-74387.1933827581,14,8,0,100
"3825",-94696.4365875456,14,8,0,100
"3826",-Inf,14,8,0,100
"3827",-70868.8187415321,14,8,0,100
"3828",-93223.9802002394,14,8,0,100
"3829",-Inf,14,8,0,100
"3830",-Inf,14,8,0,100
"3831",-90544.7045360608,14,8,0,100
"3832",-Inf,14,8,0,100
"3833",-82673.7941538386,14,8,0,100
"3834",-110133.558464002,14,8,0,100
"3835",-Inf,14,8,0,100
"3836",-Inf,14,8,0,100
"3837",-Inf,14,8,0,100
"3838",-Inf,14,8,0,100
"3839",-Inf,14,8,0,100
"3840",-67997.9094474339,14,8,0,100
"3841",-88036.6741370283,14,8,0,100
"3842",-75820.4924315362,14,8,0,100
"3843",-110193.638863515,14,8,0,100
"3844",-Inf,14,8,0,100
"3845",-Inf,14,8,0,100
"3846",-Inf,14,8,0,100
"3847",-Inf,14,8,0,100
"3848",-Inf,14,8,0,100
"3849",-Inf,14,8,0,100
"3850",-101645.035877051,14,8,0,100
"3851",-98599.667084845,14,8,0,100
"3852",-Inf,14,8,0,100
"3853",-65102.1646100015,14,8,0,100
"3854",-Inf,14,8,0,100
"3855",-83371.1531482423,14,8,0,100
"3856",-Inf,14,8,0,100
"3857",-71581.4804433267,14,8,0,100
"3858",-Inf,14,8,0,100
"3859",-Inf,14,8,0,100
"3860",-120762.768040745,14,8,0,100
"3861",-Inf,14,8,0,100
"3862",-91229.3286512965,14,8,0,100
"3863",-85148.1590739765,14,8,0,100
"3864",-104154.490971722,14,8,0,100
"3865",-Inf,14,8,0,100
"3866",-Inf,14,8,0,100
"3867",-Inf,14,8,0,100
"3868",-80708.1403307586,14,8,0,100
"3869",-112663.843534625,14,8,0,100
"3870",-Inf,14,8,0,100
